stn_num,location,tm,year,month,avgTa,avgmaxTa,avgminTa,avgRhm,sumRn,avgWs,sumSsHr,SsDR
90,Sokcho,1968-01-01,1968,1,-0.7,3.2,-4.4,47,0,2.1,218.6,72
90,Sokcho,1968-02-01,1968,2,-2.1,1.9,-5.4,51,3.3,2.2,236.5,76.05
90,Sokcho,1968-03-01,1968,3,5.9,9.8,2.1,57,8.8,2.1,223.7,60.69
90,Sokcho,1968-04-01,1968,4,10.5,14.4,6.7,63,6.9,2,255.7,64.88
90,Sokcho,1968-05-01,1968,5,14.6,17.7,11.9,74,49.1,2.2,187.8,42.7
90,Sokcho,1968-06-01,1968,6,18.5,21.9,15.8,82,48.3,1.9,182.2,41.23
90,Sokcho,1968-07-01,1968,7,22.8,24.9,20.8,87,304.7,1.6,117.4,26.15
90,Sokcho,1968-08-01,1968,8,23.3,26.5,20.6,84,299.8,1.8,148.3,35.18
90,Sokcho,1968-09-01,1968,9,19.9,23.7,16.6,79,113.7,2,194.7,52.23
90,Sokcho,1968-10-01,1968,10,13.3,17,9.7,75,342.1,2.7,159.3,45.96
90,Sokcho,1968-11-01,1968,11,9.5,13.8,6,64,24.5,2.6,182.8,60.31
90,Sokcho,1968-12-01,1968,12,5,8.4,2.1,67,60.8,2.8,138.6,46.9
90,Sokcho,1969-01-01,1969,1,-0.9,1.9,-3.6,60,112.6,3.7,161.6,53.23
90,Sokcho,1969-02-01,1969,2,-1,2.2,-3.9,63,139.1,2.4,123.4,41.13
90,Sokcho,1969-03-01,1969,3,3.5,7,0.1,58,77.5,2.8,210.6,57.14
90,Sokcho,1969-04-01,1969,4,10.7,14.7,6.5,66,254.3,2.2,184.5,46.82
90,Sokcho,1969-05-01,1969,5,16.3,19.9,13,69,112.3,2.3,186.5,42.41
90,Sokcho,1969-06-01,1969,6,19.6,22.4,16.4,72,59.6,1.9,178.6,40.42
90,Sokcho,1969-07-01,1969,7,23.3,25.9,20.8,80,219,1.7,107.1,23.85
90,Sokcho,1969-08-01,1969,8,24.8,27.7,22.2,78,236.4,1.7,174.2,41.33
90,Sokcho,1969-09-01,1969,9,19.6,22.4,16.9,83,104.2,1.4,115.9,31.1
90,Sokcho,1969-10-01,1969,10,14.6,18.7,10.7,65,3,2,221.9,64
90,Sokcho,1969-11-01,1969,11,7.6,11.2,4.2,52,48.9,2.4,182.6,60.24
90,Sokcho,1969-12-01,1969,12,1,4.4,-2.6,45,23.2,3.8,189.9,64.26
90,Sokcho,1970-01-01,1970,1,-1.4,2,-4.6,52,22.8,3.7,218.6,72
90,Sokcho,1970-02-01,1970,2,1.8,5.1,-1.3,51,83.4,3.8,189.3,63.1
90,Sokcho,1970-03-01,1970,3,1.9,5.4,-1.2,48,12.9,4.1,267.2,72.49
90,Sokcho,1970-04-01,1970,4,10.2,13.3,6.9,65,0.2,3.2,195.3,49.56
90,Sokcho,1970-05-01,1970,5,16.5,19.8,13.9,69,61.4,3.7,183.6,41.75
90,Sokcho,1970-06-01,1970,6,18.6,21.5,16,79,76.9,2.7,188.7,42.7
90,Sokcho,1970-07-01,1970,7,22.2,25.2,20.1,82,503.9,3.2,138.3,30.8
90,Sokcho,1970-08-01,1970,8,23.4,25.4,21.7,88,200.7,2.6,85.2,20.21
90,Sokcho,1970-09-01,1970,9,20.4,23,17.5,79,306.4,2.8,145.1,38.93
90,Sokcho,1970-10-01,1970,10,15,18,11.8,71,44.1,2.8,206.1,59.45
90,Sokcho,1970-11-01,1970,11,8.1,11.9,4.2,55,35.4,3.8,207.5,68.46
90,Sokcho,1970-12-01,1970,12,2,5.7,-1.7,47,14.2,4.5,205.7,69.61
90,Sokcho,1971-01-01,1971,1,-0.1,3.1,-3.1,57,57.4,4.1,176.6,58.17
90,Sokcho,1971-02-01,1971,2,0.1,3,-2.6,64,38.9,3.5,201.9,67.3
90,Sokcho,1971-03-01,1971,3,3.9,7.5,0.5,56,57.6,4.1,246.3,66.82
90,Sokcho,1971-04-01,1971,4,11.2,15.3,7.4,56,40.2,4.2,227.8,57.8
90,Sokcho,1971-05-01,1971,5,16.4,20.7,13,65,82.7,4.3,227.9,51.82
90,Sokcho,1971-06-01,1971,6,19.3,22.2,16.7,82,70.2,3.3,151.6,34.31
90,Sokcho,1971-07-01,1971,7,23.7,26.6,21.1,78,125.8,2.9,98.7,21.98
90,Sokcho,1971-08-01,1971,8,22.6,24.9,20.5,84,469.5,3.1,133.4,31.65
90,Sokcho,1971-09-01,1971,9,18.9,21.3,16.3,79,255,2.6,134.8,36.17
90,Sokcho,1971-10-01,1971,10,14.3,18.1,10.6,60,19.7,3.3,235.9,68.04
90,Sokcho,1971-11-01,1971,11,10.6,13.8,7.3,56,8.4,3.7,209.8,69.22
90,Sokcho,1971-12-01,1971,12,2.6,6.2,-1,41,13.8,3.7,208.8,70.66
90,Sokcho,1972-01-01,1972,1,1.8,4.7,-0.6,69,154,2.7,121.8,40.12
90,Sokcho,1972-02-01,1972,2,-0.6,2.1,-2.9,70,118,3,143.9,46.27
90,Sokcho,1972-03-01,1972,3,4.3,7.3,1.2,75,65.7,2.2,172.5,46.8
90,Sokcho,1972-04-01,1972,4,10.8,14,7.4,66,29.7,4,234.8,59.58
90,Sokcho,1972-05-01,1972,5,15.5,19.2,11.6,64,31.7,3.5,242.3,55.09
90,Sokcho,1972-06-01,1972,6,19.5,23.2,16.5,75,25.9,3.4,259.7,58.77
90,Sokcho,1972-07-01,1972,7,23.9,26.3,21.2,81,51.3,2.7,243.8,54.3
90,Sokcho,1972-08-01,1972,8,23.7,26.9,20.7,75,527.5,3.1,178.5,42.35
90,Sokcho,1972-09-01,1972,9,18.6,21.5,15.5,73,236.3,3.1,185.9,49.87
90,Sokcho,1972-10-01,1972,10,15.1,18.6,11,63,36.6,3.3,220.1,63.5
90,Sokcho,1972-11-01,1972,11,7.3,10.6,3.9,59,52.2,4.6,150,49.49
90,Sokcho,1972-12-01,1972,12,3.1,6.9,-0.6,54,10.4,3.7,191.1,64.67
90,Sokcho,1973-01-01,1973,1,0.8,3.9,-1.7,67,94.5,3.1,172.2,56.72
90,Sokcho,1973-02-01,1973,2,2.1,5.9,-1.3,57,8.4,3.6,181.1,60.37
90,Sokcho,1973-03-01,1973,3,4.7,8.3,0.6,59,14.7,3.8,229,62.13
90,Sokcho,1973-04-01,1973,4,12.7,17.7,8,60,50.8,4.4,187.5,47.58
90,Sokcho,1973-05-01,1973,5,15.2,19.4,11.6,70,149.4,3.3,211.9,48.18
90,Sokcho,1973-06-01,1973,6,18,20,16,88,131.2,2.7,128.3,29.03
90,Sokcho,1973-07-01,1973,7,24.6,27.4,22,84,106,2.4,219.5,48.89
90,Sokcho,1973-08-01,1973,8,25.8,28.4,22.9,79,210.5,2.8,158.9,37.7
90,Sokcho,1973-09-01,1973,9,19.4,21.8,15.9,81,187.1,2.8,146.2,39.23
90,Sokcho,1973-10-01,1973,10,13.9,17.1,10.2,66,86,3.5,162,46.65
90,Sokcho,1973-11-01,1973,11,7.5,11,3.3,53,97.5,4.9,171,56.42
90,Sokcho,1973-12-01,1973,12,0.6,4.9,-3.8,45,0.2,4.5,224.2,75.87
90,Sokcho,1974-01-01,1974,1,-0.7,3,-4,56,27.2,3.1,186.3,61.36
90,Sokcho,1974-02-01,1974,2,-0.6,2.5,-3.8,58,35.1,2.9,136.1,45.37
90,Sokcho,1974-03-01,1974,3,3.9,7.4,0.4,62,37.6,3.6,166.1,45.06
90,Sokcho,1974-04-01,1974,4,10.8,14.5,6.6,61,76.2,4.4,200.7,50.93
90,Sokcho,1974-05-01,1974,5,15.4,19.5,11.3,68,126.9,3.2,223,50.73
90,Sokcho,1974-06-01,1974,6,17.4,21.4,13.5,75,71.2,3.5,169.2,38.29
90,Sokcho,1974-07-01,1974,7,18.3,20.2,16.7,93,241.2,2.7,19,4.23
90,Sokcho,1974-08-01,1974,8,23.5,26.4,20.7,84,230,2.7,181.4,43.04
90,Sokcho,1974-09-01,1974,9,20.2,23.7,16.6,75,172.5,3.2,237.5,63.74
90,Sokcho,1974-10-01,1974,10,14.4,18.1,10.2,67,63.5,3.3,154.7,44.62
90,Sokcho,1974-11-01,1974,11,7.4,11.6,3.2,55,25.1,3.6,192,63.35
90,Sokcho,1974-12-01,1974,12,1.5,4.8,-2,57,37.5,3.7,183.2,61.98
90,Sokcho,1975-01-01,1975,1,-0.3,3.5,-4.1,51,24.7,3.9,210.8,69.46
90,Sokcho,1975-02-01,1975,2,0.1,3.6,-3.6,58,77.9,3.7,175.5,58.27
90,Sokcho,1975-03-01,1975,3,4.7,8.2,0.8,70,97.2,3.4,189,51.29
90,Sokcho,1975-04-01,1975,4,10.9,14.4,7,73,61.3,3.5,208.7,52.96
90,Sokcho,1975-05-01,1975,5,14.9,18.2,11.6,76,56.8,2.9,210.3,47.82
90,Sokcho,1975-06-01,1975,6,18.7,21,16.3,88,186.1,2.3,127.9,28.94
90,Sokcho,1975-07-01,1975,7,23.6,26.4,21,84,373.6,2.2,151.7,33.79
90,Sokcho,1975-08-01,1975,8,25.3,28.1,21.8,78,57.1,2.4,202.1,47.95
90,Sokcho,1975-09-01,1975,9,21.1,23.8,17.9,81,237,2.7,106.1,28.48
90,Sokcho,1975-10-01,1975,10,15,18.6,11.1,72,115.6,2.7,142,40.96
90,Sokcho,1975-11-01,1975,11,9.7,12.9,5.9,65,155.1,3.6,143.1,47.21
90,Sokcho,1975-12-01,1975,12,2.2,6.2,-1.5,47,31.7,4.1,198.4,67.14
90,Sokcho,1976-01-01,1976,1,-0.5,3.7,-4.6,41,0.1,5.3,227.5,74.93
90,Sokcho,1976-02-01,1976,2,3.1,6.4,0.1,69,208.3,3.2,142.1,45.69
90,Sokcho,1976-03-01,1976,3,6,9.6,2.5,60,43.7,3.7,191.1,51.84
90,Sokcho,1976-04-01,1976,4,11.5,15.3,7.5,61,52.6,3.4,218.1,55.34
90,Sokcho,1976-05-01,1976,5,16.8,21.1,12.4,59,10.3,4.1,275,62.53
90,Sokcho,1976-06-01,1976,6,19.1,22.3,16.4,81,76.2,2.7,178.2,40.33
90,Sokcho,1976-07-01,1976,7,22.1,24.7,19.4,83,89.1,2.4,159,35.41
90,Sokcho,1976-08-01,1976,8,22.3,25.1,19.8,85,602.7,2.3,128.8,30.56
90,Sokcho,1976-09-01,1976,9,19.1,22.4,15.6,76,68.3,3,228.9,61.4
90,Sokcho,1976-10-01,1976,10,14.7,17.8,10.5,67,67.2,2.9,182.7,52.71
90,Sokcho,1976-11-01,1976,11,6.5,10.3,2.4,54,45.1,3.9,172.7,56.98
90,Sokcho,1976-12-01,1976,12,2.3,5.6,-1.5,53,102.6,4,154.8,52.39
90,Sokcho,1977-01-01,1977,1,-3.3,0.4,-6.8,39,20.2,4.2,193.3,63.67
90,Sokcho,1977-02-01,1977,2,-0.1,3.9,-4.4,42,25,4.3,217.4,72.47
90,Sokcho,1977-03-01,1977,3,4.9,8.5,1.2,63,55.7,3.5,190.1,51.57
90,Sokcho,1977-04-01,1977,4,10.8,15.1,6.8,68,238.3,4,233.1,59.15
90,Sokcho,1977-05-01,1977,5,15.5,19.7,12,70,33.2,3.2,211.4,48.07
90,Sokcho,1977-06-01,1977,6,18,20.9,15.7,81,68,2.6,143.4,32.45
90,Sokcho,1977-07-01,1977,7,23.9,27.4,21.5,83,174.7,2.1,210.7,46.93
90,Sokcho,1977-08-01,1977,8,22.9,25.7,20.2,77,100.3,2.7,206.6,49.02
90,Sokcho,1977-09-01,1977,9,20.3,23.3,17.5,79,120.8,2.7,171.2,45.94
90,Sokcho,1977-10-01,1977,10,16.7,20.4,13.2,70,67.1,2.6,206.6,59.59
90,Sokcho,1977-11-01,1977,11,8.4,11.7,5.3,64,159.1,3.6,145.3,47.94
90,Sokcho,1977-12-01,1977,12,4.8,8.2,1.9,59,49.6,3.6,141.9,48.02
90,Sokcho,1978-01-01,1978,1,0.1,3.8,-3.4,47,112.9,4.5,177.1,58.33
90,Sokcho,1978-02-01,1978,2,-0.9,2.8,-4.3,53,81.4,4.1,169.2,56.4
90,Sokcho,1978-03-01,1978,3,5.7,9.5,1.9,54,85.2,4.2,230.7,62.59
90,Sokcho,1978-04-01,1978,4,12.2,16.7,8.3,55,32.2,4.2,222.8,56.53
90,Sokcho,1978-05-01,1978,5,17,21.3,12.9,62,22.5,3.7,283.4,64.42
90,Sokcho,1978-06-01,1978,6,20.5,23.9,17.6,77,266.9,2.7,160.1,36.23
90,Sokcho,1978-07-01,1978,7,24.6,27.6,22.4,86,172.1,2,175.5,39.08
90,Sokcho,1978-08-01,1978,8,25.1,28.2,22.8,82,232.5,2.2,157.1,37.27
90,Sokcho,1978-09-01,1978,9,20.1,23.3,17.4,75,99.4,2.5,159.2,42.72
90,Sokcho,1978-10-01,1978,10,14.7,18.9,11.1,65,284.3,3.2,197.3,56.89
90,Sokcho,1978-11-01,1978,11,9.5,13.5,5.8,61,54.1,3.2,169.1,55.79
90,Sokcho,1978-12-01,1978,12,4.3,8.6,0.7,55,158.8,3.4,173.8,58.82
90,Sokcho,1979-01-01,1979,1,3.2,6.9,-0.4,52,142.3,4.8,169.6,55.88
90,Sokcho,1979-02-01,1979,2,3.6,7.4,-0.2,53,58.7,4.8,132.8,44.28
90,Sokcho,1979-03-01,1979,3,7.2,11.3,3.5,54,88.2,3.7,169.1,45.88
90,Sokcho,1979-04-01,1979,4,11.1,14.4,7.1,61,126,4,188.6,47.86
90,Sokcho,1979-05-01,1979,5,16.4,20.2,12.5,66,117,3.7,248.6,56.53
90,Sokcho,1979-06-01,1979,6,20.2,23.4,17.8,82,289.1,2.3,125.7,28.45
90,Sokcho,1979-07-01,1979,7,22.8,25.5,20.6,83,181,2.6,126.9,28.26
90,Sokcho,1979-08-01,1979,8,24.2,27,21.4,80,206,2.6,187.7,44.53
90,Sokcho,1979-09-01,1979,9,19.5,22.9,16.3,75,43.9,2.6,130.5,35.01
90,Sokcho,1979-10-01,1979,10,16.5,20.6,12.4,62,52.3,2.9,223.8,64.59
90,Sokcho,1979-11-01,1979,11,8.4,12.6,3.8,53,0,3.4,180.3,59.49
90,Sokcho,1979-12-01,1979,12,4.7,9,1.1,49,8.6,3.8,194.7,65.89
90,Sokcho,1980-01-01,1980,1,-0.7,3.4,-4.3,54,43,4.4,181,59.62
90,Sokcho,1980-02-01,1980,2,-0.3,3.8,-3.9,45,6,4.8,226.6,72.79
90,Sokcho,1980-03-01,1980,3,5.5,9.4,2.1,65,89.8,3.2,171.5,46.53
90,Sokcho,1980-04-01,1980,4,9.8,14.2,5.6,65,147.7,3.7,183.6,46.59
90,Sokcho,1980-05-01,1980,5,17.8,22.2,14,58,22.9,3.7,263,59.81
90,Sokcho,1980-06-01,1980,6,21.5,25.4,18.2,71,79.4,3,219.1,49.58
90,Sokcho,1980-07-01,1980,7,21,23.8,19,88,271.3,2.5,77.2,17.2
90,Sokcho,1980-08-01,1980,8,20.8,23.1,18.8,88,208.3,2.2,53.1,12.6
90,Sokcho,1980-09-01,1980,9,19.1,22.7,15.4,72,114,2.7,186,49.91
90,Sokcho,1980-10-01,1980,10,13.5,17.8,9.2,66,16.3,3.2,184.8,53.27
90,Sokcho,1980-11-01,1980,11,10.3,14.3,6.2,61,8.5,3.1,177,58.38
90,Sokcho,1980-12-01,1980,12,-0.4,4.3,-4.4,44,15.3,4.9,209.5,70.9
90,Sokcho,1981-01-01,1981,1,-2.9,1.4,-6.4,48,16.8,4.5,204.4,67.33
90,Sokcho,1981-02-01,1981,2,-0.1,3.9,-3.6,61,18.1,3.7,183.4,61.11
90,Sokcho,1981-03-01,1981,3,4.3,8.3,0.4,67,63.6,3.3,212.4,57.62
90,Sokcho,1981-04-01,1981,4,11.7,16.6,7.2,62,81.4,4,216.5,54.94
90,Sokcho,1981-05-01,1981,5,14.7,20,10.1,65,151.7,3.6,177.3,40.36
90,Sokcho,1981-06-01,1981,6,17.2,20.7,14.1,78,74.7,2.5,93.9,21.25
90,Sokcho,1981-07-01,1981,7,23.8,27.3,20,83,333.5,2.3,151.5,33.74
90,Sokcho,1981-08-01,1981,8,23.2,26.7,19.9,83,177.8,2.2,175.6,41.66
90,Sokcho,1981-09-01,1981,9,18.7,22.5,15,78,405.7,2.6,177.1,47.53
90,Sokcho,1981-10-01,1981,10,14.5,18.8,10,58,10.3,3.6,210.7,60.77
90,Sokcho,1981-11-01,1981,11,5.8,9.9,1.7,55,81.2,3.4,180.9,59.68
90,Sokcho,1981-12-01,1981,12,3,7.4,-1.3,52,1.5,3.7,219.7,74.35
90,Sokcho,1982-01-01,1982,1,-0.9,3.5,-4.8,54,45.9,3.7,192.5,63.41
90,Sokcho,1982-02-01,1982,2,0.7,4.5,-2.5,68,48.2,2.7,164.9,54.97
90,Sokcho,1982-03-01,1982,3,6,10,1.8,65,39.8,3.3,234.8,63.7
90,Sokcho,1982-04-01,1982,4,10.9,15.2,6.6,68,45.7,3.4,209.8,53.24
90,Sokcho,1982-05-01,1982,5,16.4,20.8,12.2,67,137.8,3.6,180.6,41.06
90,Sokcho,1982-06-01,1982,6,19.7,23.4,16.3,75,44.2,2.8,213.6,48.34
90,Sokcho,1982-07-01,1982,7,22.9,25.8,20.1,80,163.1,2.4,210.7,46.93
90,Sokcho,1982-08-01,1982,8,24.2,27,21.5,81,392.9,2.4,183.2,43.46
90,Sokcho,1982-09-01,1982,9,19.9,23.8,15.6,69,6.9,2.7,264,70.83
90,Sokcho,1982-10-01,1982,10,15.9,20.1,11.7,69,23.3,2.7,232.5,67.06
90,Sokcho,1982-11-01,1982,11,9.1,13,5.4,62,146.7,3.2,162.4,53.58
90,Sokcho,1982-12-01,1982,12,2.6,6.8,-1.1,54,5.5,3.8,195.5,66.16
90,Sokcho,1983-01-01,1983,1,0.8,4.8,-2.8,56,19.6,4.1,184,60.33
90,Sokcho,1983-02-01,1983,2,-0.5,3.4,-3.9,58,9.7,3.9,207.8,69.01
90,Sokcho,1983-03-01,1983,3,4.1,7.4,0.3,77,85.4,2.9,212.9,57.56
90,Sokcho,1983-04-01,1983,4,12,17,7.6,60,62.2,4.2,235.6,59.62
90,Sokcho,1983-05-01,1983,5,16.4,21.1,12.1,65,33.9,3.7,261.9,59.39
90,Sokcho,1983-06-01,1983,6,17.4,20.7,14.9,78,125.7,2.9,126.2,28.49
90,Sokcho,1983-07-01,1983,7,21.3,24.4,18.3,77,300.4,2.8,128.3,28.47
90,Sokcho,1983-08-01,1983,8,24.4,27.4,21.8,80,246.3,2.4,173.9,41.12
90,Sokcho,1983-09-01,1983,9,20.7,23.9,17.8,80,148.6,2.6,143.1,38.28
90,Sokcho,1983-10-01,1983,10,14.7,18.4,10.8,65,111.8,3.1,181.2,52.05
90,Sokcho,1983-11-01,1983,11,8.3,12.5,3.8,54,21.9,3.4,210.2,69.08
90,Sokcho,1983-12-01,1983,12,1.9,5.9,-2.2,50,31,3.7,215,72.59
90,Sokcho,1984-01-01,1984,1,-2.9,1.5,-6.6,48,18.3,3.6,226.8,74.39
90,Sokcho,1984-02-01,1984,2,-1.7,2,-5.5,54,31.5,3.8,211.4,67.69
90,Sokcho,1984-03-01,1984,3,3.2,6.9,-0.7,58,6.8,3.7,247.8,66.83
90,Sokcho,1984-04-01,1984,4,7.5,11,4.1,78,85.1,2.8,157.6,39.81
90,Sokcho,1984-05-01,1984,5,14.3,17.5,10.8,79,68.2,2.6,232.6,52.66
90,Sokcho,1984-06-01,1984,6,20.1,23.2,17.4,81,96.7,2.5,151.2,34.12
90,Sokcho,1984-07-01,1984,7,22.7,25.6,20.2,89,289.9,2.3,163.9,36.41
90,Sokcho,1984-08-01,1984,8,25.3,28.2,22.5,87,371.8,2.7,160.9,38.12
90,Sokcho,1984-09-01,1984,9,19.8,22.9,16.5,79,650.8,2.6,188.7,50.59
90,Sokcho,1984-10-01,1984,10,14.7,19,9.9,59,6.7,3.2,240.6,69.28
90,Sokcho,1984-11-01,1984,11,10.1,13.8,6.2,58,73,3.1,183.9,60.57
90,Sokcho,1984-12-01,1984,12,1.7,5.2,-1.8,49,42.9,3.6,179.5,60.64
90,Sokcho,1985-01-01,1985,1,-2.4,1.7,-6.4,42,1.6,3.9,230.6,75.51
90,Sokcho,1985-02-01,1985,2,1.7,5.1,-1.9,55,38.7,3.7,180.7,59.89
90,Sokcho,1985-03-01,1985,3,5,8.2,1.7,57,42.6,3.1,206,55.6
90,Sokcho,1985-04-01,1985,4,11.2,15,7.3,61,62.5,3.3,212.6,53.73
90,Sokcho,1985-05-01,1985,5,16,19.7,11.8,68,162,2.6,247.5,56.1
90,Sokcho,1985-06-01,1985,6,18.7,21.2,16.2,80,54.3,2.2,152.7,34.46
90,Sokcho,1985-07-01,1985,7,24.7,28.1,22.1,80,60.3,1.9,211.8,47.02
90,Sokcho,1985-08-01,1985,8,24.7,27.6,22.5,85,293.7,2.2,150.1,35.56
90,Sokcho,1985-09-01,1985,9,19.9,23.1,17.4,78,180.7,2.1,116.5,31.22
90,Sokcho,1985-10-01,1985,10,15.4,19,11.9,67,216.7,3.1,171.6,49.37
90,Sokcho,1985-11-01,1985,11,7.4,11,3.8,52,39.2,3.9,170.5,56.07
90,Sokcho,1985-12-01,1985,12,0.1,4.4,-3.9,44,31.8,3.9,195.3,65.96
90,Sokcho,1986-01-01,1986,1,-2.5,2.2,-6.3,44,58.3,4.4,212.9,69.76
90,Sokcho,1986-02-01,1986,2,-2,2,-5.5,47,25.4,3.6,209.6,69.59
90,Sokcho,1986-03-01,1986,3,3.2,7.2,-0.1,66,28.6,2.7,197.6,53.38
90,Sokcho,1986-04-01,1986,4,10.3,14.9,6.1,54,60.4,3.5,282.3,71.41
90,Sokcho,1986-05-01,1986,5,15.1,19.7,10.9,66,23.1,3.1,250,56.66
90,Sokcho,1986-06-01,1986,6,16.9,19.2,14.8,82,110.5,2.5,98,22.12
90,Sokcho,1986-07-01,1986,7,19.5,21.9,17.6,83,180.7,2,111.4,24.73
90,Sokcho,1986-08-01,1986,8,22.9,25.7,20.6,80,474.6,2.7,150.9,35.71
90,Sokcho,1986-09-01,1986,9,18.5,21.6,15.2,78,188,2.4,195.8,52.39
90,Sokcho,1986-10-01,1986,10,12.6,16.1,8.9,68,169.2,3,159.4,45.82
90,Sokcho,1986-11-01,1986,11,7.7,11.8,3.7,48,10.8,3.3,185.1,60.85
90,Sokcho,1986-12-01,1986,12,4.2,7.8,0.9,56,49,3.4,157.3,53.12
90,Sokcho,1987-01-01,1987,1,0.2,4.3,-3.3,46,14.4,4.2,194.9,63.9
90,Sokcho,1987-02-01,1987,2,1.6,5.5,-1.6,52,95,3.9,167.2,55.51
90,Sokcho,1987-03-01,1987,3,4.6,7.9,1.4,61,63.5,3.7,195.7,52.89
90,Sokcho,1987-04-01,1987,4,11.3,16,6.9,58,48.5,3.4,265.9,67.28
90,Sokcho,1987-05-01,1987,5,17.1,21.7,12.9,62,95.3,3.4,283.9,64.36
90,Sokcho,1987-06-01,1987,6,20,23.4,16.4,77,123.9,2.4,256.3,57.87
90,Sokcho,1987-07-01,1987,7,23.5,26.6,20.9,77,207.3,2.6,163.4,36.25
90,Sokcho,1987-08-01,1987,8,22.3,24.8,20.2,86,383.8,2.4,104.2,24.63
90,Sokcho,1987-09-01,1987,9,18.8,22.2,15.2,75,55.9,2.6,217.4,58.16
90,Sokcho,1987-10-01,1987,10,15.5,19.4,12.1,70,63.5,2.9,180.3,51.78
90,Sokcho,1987-11-01,1987,11,8.1,12,4.5,66,130.9,3.2,156.9,51.58
90,Sokcho,1987-12-01,1987,12,3.9,8.1,0.1,48,8.9,3.8,216.9,73.23
90,Sokcho,1988-01-01,1988,1,1.1,5.4,-2.4,47,4.5,4.4,199.5,65.43
90,Sokcho,1988-02-01,1988,2,-0.4,3.8,-3.7,52,52.7,3.9,169.3,54.23
90,Sokcho,1988-03-01,1988,3,4.6,8.4,0.6,55,38,3.3,208.8,56.3
90,Sokcho,1988-04-01,1988,4,12.7,17.3,8.9,53,14.7,4,234.5,59.22
90,Sokcho,1988-05-01,1988,5,16.9,21,13.1,63,50.9,3.3,242,54.78
90,Sokcho,1988-06-01,1988,6,19.5,22.6,16.8,79,75.6,2.8,186.2,42.02
90,Sokcho,1988-07-01,1988,7,21.3,23.7,19.4,85,202.1,2.8,70.4,15.64
90,Sokcho,1988-08-01,1988,8,24.4,27.5,21.7,80,84.2,2.2,167.4,39.67
90,Sokcho,1988-09-01,1988,9,20.1,23.3,17.1,75,308.5,3,154.1,41.31
90,Sokcho,1988-10-01,1988,10,15.8,20.2,11.1,57,56.2,3.1,199.3,57.39
90,Sokcho,1988-11-01,1988,11,7.9,12.3,3.6,43,39.8,4.2,210.1,69.2
90,Sokcho,1988-12-01,1988,12,3.5,7.8,-0.7,42,0.7,4.2,191.3,64.63
90,Sokcho,1989-01-01,1989,1,1.5,4.7,-1.5,71,165.9,2.8,111.6,36.57
90,Sokcho,1989-02-01,1989,2,2.7,6.2,-0.5,72,65.3,2.6,154.2,51.13
90,Sokcho,1989-03-01,1989,3,5.9,8.8,2.6,74,121.7,3.2,175.4,47.33
90,Sokcho,1989-04-01,1989,4,12.4,16.9,7.5,68,6.2,3.2,228.1,57.63
90,Sokcho,1989-05-01,1989,5,16.5,21.3,12.5,71,66.8,3.5,253.7,57.46
90,Sokcho,1989-06-01,1989,6,17.9,21.1,15,83,109.9,3.1,172.6,38.95
90,Sokcho,1989-07-01,1989,7,21,24,18.7,90,221.2,2.4,126.8,28.15
90,Sokcho,1989-08-01,1989,8,22.7,26.2,19.9,86,277.7,2.7,174.6,41.35
90,Sokcho,1989-09-01,1989,9,19.4,22.8,16.3,81,156.4,2.3,149.3,40.01
90,Sokcho,1989-10-01,1989,10,14.4,18.7,9.9,67,163,2.8,204.5,58.87
90,Sokcho,1989-11-01,1989,11,8,11.7,4.5,59,123,3.1,149.8,49.33
90,Sokcho,1989-12-01,1989,12,3.5,7.5,0.2,56,103,3,163.3,55.17
90,Sokcho,1990-01-01,1990,1,-1.4,2.6,-4.9,47,81.9,3,181.4,59.48
90,Sokcho,1990-02-01,1990,2,2.6,5.5,0.4,76,170.6,2.5,109.1,36.22
90,Sokcho,1990-03-01,1990,3,6.9,10.7,3.5,66,86.8,3.1,173.3,46.8
90,Sokcho,1990-04-01,1990,4,10.5,14.2,6.4,67,120.4,3.9,188.7,47.71
90,Sokcho,1990-05-01,1990,5,16.1,20,12.5,72,79.8,3.1,220.8,50.05
90,Sokcho,1990-06-01,1990,6,19.2,22.6,16.5,82,236.6,3,134.6,30.38
90,Sokcho,1990-07-01,1990,7,21.4,24.4,19.5,92,262.8,2.4,79.1,17.56
90,Sokcho,1990-08-01,1990,8,24.7,28.3,21.6,86,110.5,2.2,217,51.34
90,Sokcho,1990-09-01,1990,9,19.3,23,16,84,596.4,2.6,134.3,35.95
90,Sokcho,1990-10-01,1990,10,15.1,19.6,11,72,90.6,2.7,216.5,62.25
90,Sokcho,1990-11-01,1990,11,11.1,14.8,7.5,68,143.6,3.7,128.5,42.26
90,Sokcho,1990-12-01,1990,12,3.1,7.5,-0.7,53,31.7,3.9,191.9,64.83
90,Sokcho,1991-01-01,1991,1,-0.7,3.3,-4,57,18.2,2.8,183.7,60.25
90,Sokcho,1991-02-01,1991,2,0,3.8,-3.6,58,25.3,3.3,171.2,56.86
90,Sokcho,1991-03-01,1991,3,4.1,7.4,1,70,48.6,3.3,163.5,44.19
90,Sokcho,1991-04-01,1991,4,10.8,15.2,6.2,65,36.7,3.2,241,60.98
90,Sokcho,1991-05-01,1991,5,15.5,19.3,11.2,69,77.5,3.4,269.1,60.99
90,Sokcho,1991-06-01,1991,6,21.1,24.7,17.3,76,15.2,2.6,204.6,46.19
