stn_num,location,tm,year,month,avgTa,avgmaxTa,avgminTa,avgRhm,sumRn,avgWs,sumSsHr,SsDR
131,Cheongju,1974-06-01,1974,6,20.1,25.8,15,69,52,2.1,212.2,48.55
131,Cheongju,1974-07-01,1974,7,23.4,27.1,20.7,80,337.9,2,101.6,22.83
131,Cheongju,1974-08-01,1974,8,25.3,30.4,21.3,81,92.8,2,219.1,52.29
131,Cheongju,1974-09-01,1974,9,19,25.8,13.4,78,50.1,1.3,226.2,60.74
131,Cheongju,1974-10-01,1974,10,11.7,18.4,5.6,74,48,1.4,156.8,45.01
131,Cheongju,1974-11-01,1974,11,3.9,10.2,-1.2,76,16.4,1.2,151.7,49.54
131,Cheongju,1974-12-01,1974,12,-1.8,3.3,-6.3,75,24.7,1.1,130.9,43.75
131,Cheongju,1975-01-01,1975,1,-2.8,2.1,-6.8,71,9.7,1.1,148.8,48.39
131,Cheongju,1975-02-01,1975,2,-1,4.2,-5.7,67,5.5,1.5,160.6,53.02
131,Cheongju,1975-03-01,1975,3,4,10,-1.3,72,60.9,2.2,191.4,51.86
131,Cheongju,1975-04-01,1975,4,12.8,19.5,6.9,70,138.3,2.1,198.4,50.57
131,Cheongju,1975-05-01,1975,5,16.8,22.6,11.9,74,86.8,2.1,207.8,47.67
131,Cheongju,1975-06-01,1975,6,21.5,26.8,17.3,78,65.1,1.6,170.7,39.05
131,Cheongju,1975-07-01,1975,7,25.2,29.2,22,82,341.2,2.1,144.8,32.55
131,Cheongju,1975-08-01,1975,8,26.2,31.4,22,79,140.7,1.6,234.7,56.01
131,Cheongju,1975-09-01,1975,9,22,27.4,17.8,81,229.2,1.8,150.4,40.41
131,Cheongju,1975-10-01,1975,10,14.2,20,9.3,78,61.1,1.5,150.4,43.17
131,Cheongju,1975-11-01,1975,11,7.8,13.7,2.8,76,34.3,1.8,142.7,46.59
131,Cheongju,1975-12-01,1975,12,-2.1,3.6,-6.8,75,33.6,1.4,184.7,61.69
131,Cheongju,1976-01-01,1976,1,-4.4,1.4,-9.9,73,7.2,2.1,186.4,60.6
131,Cheongju,1976-02-01,1976,2,2.1,7.5,-2.4,77,60.8,1.9,134.8,43.05
131,Cheongju,1976-03-01,1976,3,4.7,10.8,-0.4,68,11.9,2.3,198.7,53.83
131,Cheongju,1976-04-01,1976,4,10.9,17.6,4.8,65,85.6,2.2,190,48.43
131,Cheongju,1976-05-01,1976,5,16.7,23.2,10.1,62,22,2.3,245.5,56.32
131,Cheongju,1976-06-01,1976,6,21.3,26.8,16.6,71,70.9,2.1,199.7,45.69
131,Cheongju,1976-07-01,1976,7,23,27.8,19.3,79,127.7,1.9,161.5,36.3
131,Cheongju,1976-08-01,1976,8,24.3,28.7,21.3,84,523.2,1.9,124.7,29.75
131,Cheongju,1976-09-01,1976,9,18.7,25.3,13.3,79,26.6,1.6,215.7,57.94
131,Cheongju,1976-10-01,1976,10,12.7,19.5,7,78,41.4,1.5,186.9,53.65
131,Cheongju,1976-11-01,1976,11,3.1,8.9,-1.5,78,39.5,1.9,161.2,52.65
131,Cheongju,1976-12-01,1976,12,-0.5,4.9,-4.8,80,32.1,1.7,131.4,43.89
131,Cheongju,1977-01-01,1977,1,-6.8,-1.1,-11.6,70,1.4,1.6,192.8,62.68
131,Cheongju,1977-02-01,1977,2,-3.1,3.9,-9.4,67,0.2,2.3,190.4,63.09
131,Cheongju,1977-03-01,1977,3,5.1,11.6,-0.6,71,34,2.6,182.6,49.47
131,Cheongju,1977-04-01,1977,4,12.9,19.8,6.9,71,169.6,2.5,224.1,57.12
131,Cheongju,1977-05-01,1977,5,17.5,23.9,11.8,69,56.2,1.8,247.5,56.78
131,Cheongju,1977-06-01,1977,6,22.8,28.7,17.4,70,114.2,1.9,270.1,61.79
131,Cheongju,1977-07-01,1977,7,26.4,31.1,23,81,236.5,1.6,223.1,50.15
131,Cheongju,1977-08-01,1977,8,23.8,29.7,19.1,76,110.9,1.7,221.2,52.78
131,Cheongju,1977-09-01,1977,9,20.7,26.9,16.3,79,182.4,1.6,188,50.51
131,Cheongju,1977-10-01,1977,10,14.7,23,8.3,78,7.3,1.1,221.1,63.46
131,Cheongju,1977-11-01,1977,11,6.6,12.1,2,77,76.7,1.7,138.5,45.22
131,Cheongju,1977-12-01,1977,12,1.6,7.3,-2.8,80,43.5,1.3,122.3,40.85
131,Cheongju,1978-01-01,1978,1,-2.2,2.8,-6.5,73,23,2,141,45.84
131,Cheongju,1978-02-01,1978,2,-1.9,3.4,-6.6,69,42.9,2.2,183,60.64
131,Cheongju,1978-03-01,1978,3,4.1,10.8,-1.8,66,58.4,2.3,232.4,62.96
131,Cheongju,1978-04-01,1978,4,12,19.8,4.5,60,13.5,2.8,250,63.74
131,Cheongju,1978-05-01,1978,5,18.3,26.6,10,57,18.8,2,292.3,67.06
131,Cheongju,1978-06-01,1978,6,22.3,28,17.6,74,337.3,1.9,189.6,43.38
131,Cheongju,1978-07-01,1978,7,27,31.9,23.2,79,307.1,1.6,188.2,42.3
131,Cheongju,1978-08-01,1978,8,25.9,30.8,22.4,80,330.4,1.5,168.5,40.21
131,Cheongju,1978-09-01,1978,9,20.1,26.2,15.5,77,25,1.4,134.2,36.06
131,Cheongju,1978-10-01,1978,10,13.4,21.2,6.9,75,56.7,1.4,198,56.83
131,Cheongju,1978-11-01,1978,11,6.6,13,1.4,78,14.6,1.3,131.1,42.82
131,Cheongju,1978-12-01,1978,12,1,7.1,-3.9,75,24.2,1.4,163.7,54.68
131,Cheongju,1979-01-01,1979,1,0.4,6,-4.3,75,21.4,1.8,118.6,38.56
131,Cheongju,1979-02-01,1979,2,0.8,6.9,-4.1,73,49.5,2,135.8,44.98
131,Cheongju,1979-03-01,1979,3,5.4,12.3,-0.8,66,69.3,2,203.4,55.11
131,Cheongju,1979-04-01,1979,4,11.3,17.2,5.6,62,99.3,2.6,216.4,55.16
131,Cheongju,1979-05-01,1979,5,16.5,23,10.5,68,104.7,2.1,270.7,62.12
131,Cheongju,1979-06-01,1979,6,22.2,26.9,18.6,79,361.9,1.8,138.3,31.64
131,Cheongju,1979-07-01,1979,7,24.8,29.6,21.3,78,140.7,1.9,189.3,42.55
131,Cheongju,1979-08-01,1979,8,25.2,30.4,21.2,78,230.8,1.8,211.2,50.39
131,Cheongju,1979-09-01,1979,9,18.8,25,14.4,80,200.8,1.4,154.7,41.56
131,Cheongju,1979-10-01,1979,10,13.6,22,7.1,75,43,1.3,228.8,65.67
131,Cheongju,1979-11-01,1979,11,4.9,11.2,-0.5,70,30.6,1.6,151.8,49.56
131,Cheongju,1979-12-01,1979,12,0.5,6.3,-4.2,77,24.2,1.3,146.3,48.86
131,Cheongju,1980-01-01,1980,1,-3.3,1.9,-8,70,34.6,1.9,145.4,47.28
131,Cheongju,1980-02-01,1980,2,-3.5,2.5,-8.9,70,7.3,1.4,195.6,62.47
131,Cheongju,1980-03-01,1980,3,4.8,11.7,-0.8,63,37.5,1.9,214.1,58.01
131,Cheongju,1980-04-01,1980,4,10.5,16.8,4.6,64,157.1,2.6,193.1,49.22
131,Cheongju,1980-05-01,1980,5,16.8,23.4,10.4,62,208.6,2.2,255.4,58.59
131,Cheongju,1980-06-01,1980,6,21.9,27.2,17.5,74,279.9,1.9,157.8,36.1
131,Cheongju,1980-07-01,1980,7,23.1,27.5,19.7,80,415,1.8,116.6,26.2
131,Cheongju,1980-08-01,1980,8,22.8,27.4,19.6,77,261.9,1.6,110.4,26.35
131,Cheongju,1980-09-01,1980,9,18.3,25,13.2,72,65.8,1.5,232.6,62.49
131,Cheongju,1980-10-01,1980,10,11.9,18.6,6.4,67,112.4,1.5,186.4,53.5
131,Cheongju,1980-11-01,1980,11,6.9,14.1,1.6,69,37.6,1.4,137.2,44.79
131,Cheongju,1980-12-01,1980,12,-4,1.9,-8.6,67,42,1.3,138.4,46.23
131,Cheongju,1981-01-01,1981,1,-8.4,-1.2,-15.1,65,26.2,1.3,168.4,54.75
131,Cheongju,1981-02-01,1981,2,-1.7,3.7,-6.4,66,13.6,1.9,150.2,49.77
131,Cheongju,1981-03-01,1981,3,5.7,13.2,-0.4,62,28.8,2.2,211.6,57.33
131,Cheongju,1981-04-01,1981,4,12,19.3,5.5,63,39.3,2,200.1,51.01
131,Cheongju,1981-05-01,1981,5,16.8,23.7,10.3,60,23.9,2.5,225.4,51.71
131,Cheongju,1981-06-01,1981,6,22,28.4,16.5,67,108.6,1.7,188.6,43.15
131,Cheongju,1981-07-01,1981,7,26.1,31,22.9,78,369.6,1.8,148.2,33.31
131,Cheongju,1981-08-01,1981,8,24.3,29.6,20.6,79,277.8,1.6,166.7,39.79
131,Cheongju,1981-09-01,1981,9,19.1,25.9,13.9,77,161.4,1.6,206.8,55.56
131,Cheongju,1981-10-01,1981,10,12.1,18.9,6.5,74,39.1,1.5,187.9,53.93
131,Cheongju,1981-11-01,1981,11,2.9,8.6,-1.5,70,34.3,1.4,145.2,47.4
131,Cheongju,1981-12-01,1981,12,-1.1,5.2,-6.1,71,12.1,1.3,164.8,55.04
131,Cheongju,1982-01-01,1982,1,-3.4,2.6,-8.2,69,22.2,1.5,179.8,58.45
131,Cheongju,1982-02-01,1982,2,-0.4,6.6,-6,64,9.3,1.3,182.6,60.5
131,Cheongju,1982-03-01,1982,3,5.5,12.2,-0.3,63,58,1.8,214.1,58.01
131,Cheongju,1982-04-01,1982,4,11.8,19.1,5,59,20.2,1.9,247.2,63.01
131,Cheongju,1982-05-01,1982,5,18.5,24.9,12.5,67,112.8,2.2,229.7,52.7
131,Cheongju,1982-06-01,1982,6,22,28.1,16.2,65,5.3,1.7,268.1,61.34
131,Cheongju,1982-07-01,1982,7,24.9,30.6,20.2,71,158.9,1.6,211.7,47.58
131,Cheongju,1982-08-01,1982,8,25.4,30,21.8,78,260.2,1.8,192.7,45.99
131,Cheongju,1982-09-01,1982,9,19.2,26,13.4,70,4.9,1.4,239,64.21
131,Cheongju,1982-10-01,1982,10,14.2,22.1,8.1,71,32.1,1.1,220,63.15
131,Cheongju,1982-11-01,1982,11,7.3,13.2,2.6,75,127.9,1.4,135.7,44.3
131,Cheongju,1982-12-01,1982,12,-0.4,4.7,-4.6,73,38.4,1.2,148,49.43
131,Cheongju,1983-01-01,1983,1,-2.2,3.4,-6.6,72,16.2,1.1,170.8,55.28
131,Cheongju,1983-02-01,1983,2,-2.1,3,-6.6,71,25.9,1.6,157.5,51.95
131,Cheongju,1983-03-01,1983,3,5.8,12.3,0.3,65,77,1.7,205.1,55.42
131,Cheongju,1983-04-01,1983,4,13.2,20.3,6.9,63,134,2.3,223.2,56.75
131,Cheongju,1983-05-01,1983,5,18.4,24.9,12.5,65,67.1,1.6,261.8,59.88
131,Cheongju,1983-06-01,1983,6,22.2,28.9,16.6,68,140.5,1.6,256.6,58.48
131,Cheongju,1983-07-01,1983,7,24.3,28.5,21,82,267.2,1.8,151.5,33.95
131,Cheongju,1983-08-01,1983,8,26,30.9,22.2,79,228.3,1.8,213.8,50.87
131,Cheongju,1983-09-01,1983,9,21.7,26.8,17.9,79,224.3,1.5,147.9,39.61
131,Cheongju,1983-10-01,1983,10,13.6,19.8,8.9,77,27.5,1.2,176.1,50.36
131,Cheongju,1983-11-01,1983,11,5.5,11.6,0.9,76,25.2,1.2,154.3,50.16
131,Cheongju,1983-12-01,1983,12,-1.9,4.1,-6.8,72,4.9,1.2,188.1,62.39
131,Cheongju,1984-01-01,1984,1,-6.5,-0.5,-11.8,70,9.8,1,171.5,55.54
131,Cheongju,1984-02-01,1984,2,-3.3,2.5,-8.3,62,8.9,2,207.7,66.06
131,Cheongju,1984-03-01,1984,3,2.6,8.3,-2.5,63,29.8,2.1,202.3,54.51
131,Cheongju,1984-04-01,1984,4,12,19.1,5.6,67,108.5,1.9,214.9,54.52
131,Cheongju,1984-05-01,1984,5,18.5,25.5,12,64,59.6,1.7,298.8,68.25
131,Cheongju,1984-06-01,1984,6,22.9,28.7,17.8,73,174.8,1.9,216.2,49.26
131,Cheongju,1984-07-01,1984,7,25.7,30.4,21.9,80,205.2,1.7,173.6,38.94
131,Cheongju,1984-08-01,1984,8,27,32.3,23.2,79,187.2,1.7,197.6,47.11
131,Cheongju,1984-09-01,1984,9,19.7,26,14.9,80,200.7,1.5,182.3,48.93
131,Cheongju,1984-10-01,1984,10,12.5,20.1,6.2,74,24.3,1.5,234.2,67.14
131,Cheongju,1984-11-01,1984,11,6.8,13.8,1.4,78,67.7,1.4,167.1,54.45
131,Cheongju,1984-12-01,1984,12,-1,4.5,-5.4,76,27,1.3,161.2,53.48
131,Cheongju,1985-01-01,1985,1,-5.9,-0.3,-11.5,69,15.6,1.3,200,64.72
131,Cheongju,1985-02-01,1985,2,0.1,5.1,-4.2,72,34.8,1.6,133.3,43.92
131,Cheongju,1985-03-01,1985,3,4.4,10.3,-0.7,64,72.9,1.8,219.8,59.28
131,Cheongju,1985-04-01,1985,4,11.8,19.5,4.9,65,52.6,2.2,230.7,58.58
131,Cheongju,1985-05-01,1985,5,18.6,25.1,12.7,67,125.1,1.7,227.5,51.99
131,Cheongju,1985-06-01,1985,6,22.4,28.2,17.4,71,46.8,1.5,193.4,44.06
131,Cheongju,1985-07-01,1985,7,25.9,30.9,22.2,81,229,1.5,181.9,40.78
131,Cheongju,1985-08-01,1985,8,26.8,32.3,22.6,81,280.8,1.6,213.3,50.87
131,Cheongju,1985-09-01,1985,9,20.7,25.6,16.9,81,236.4,1.5,126.1,33.83
131,Cheongju,1985-10-01,1985,10,14.2,20.5,9.2,78,157,1.3,174.8,50.07
131,Cheongju,1985-11-01,1985,11,5.9,10.6,1.8,76,81.8,1.8,108.4,35.3
131,Cheongju,1985-12-01,1985,12,-2.8,2.2,-7.2,69,39.3,1.7,178.9,59.34
131,Cheongju,1986-01-01,1986,1,-5.5,0.6,-10.4,70,15.1,1.4,193.1,62.49
131,Cheongju,1986-02-01,1986,2,-3.2,2.2,-8.1,68,16.1,2.1,192.8,63.55
131,Cheongju,1986-03-01,1986,3,4.8,11.6,-0.8,68,31.8,1.9,214.5,57.89
131,Cheongju,1986-04-01,1986,4,12.2,19.7,4.8,56,28.7,2.2,254.5,64.66
131,Cheongju,1986-05-01,1986,5,17.4,24.1,11.1,64,100.4,2,252,57.6
131,Cheongju,1986-06-01,1986,6,22.3,27.3,17.8,73,197.2,1.9,197.5,45
131,Cheongju,1986-07-01,1986,7,24.1,28.4,20.3,78,282.5,1.8,169.4,37.97
131,Cheongju,1986-08-01,1986,8,24.7,30.1,20.6,82,197,1.9,192.8,45.92
131,Cheongju,1986-09-01,1986,9,19.1,25.4,14.2,81,132.8,1.6,190.3,51.02
131,Cheongju,1986-10-01,1986,10,12,18.3,7,81,76.9,1.4,170,48.64
131,Cheongju,1986-11-01,1986,11,4.8,11.1,-0.5,73,33.6,1.5,170.8,55.53
131,Cheongju,1986-12-01,1986,12,1.7,6.7,-2.5,77,45.4,1.5,125,41.46
131,Cheongju,1987-01-01,1987,1,-2.3,2.6,-6.6,69,64.7,1.7,182.5,59.08
131,Cheongju,1987-02-01,1987,2,0.3,6,-4.3,69,53.3,1.9,175.6,57.92
131,Cheongju,1987-03-01,1987,3,4.5,10.7,-0.7,66,47.7,1.9,187.6,50.68
131,Cheongju,1987-04-01,1987,4,11.2,18.8,4.3,63,46.4,1.9,212.5,54.03
131,Cheongju,1987-05-01,1987,5,17.5,24.2,11.5,67,82.4,1.9,254.7,58.24
131,Cheongju,1987-06-01,1987,6,22.6,28.8,16.8,71,121.7,1.8,240.2,54.74
131,Cheongju,1987-07-01,1987,7,24.4,28.8,21,83,536.5,1.9,120.6,27.03
131,Cheongju,1987-08-01,1987,8,25,29.7,21.7,85,571.7,1.8,137.1,32.64
131,Cheongju,1987-09-01,1987,9,19.5,26.2,14.1,76,21.1,1.8,220,58.93
131,Cheongju,1987-10-01,1987,10,14.6,21.9,8.6,75,44.6,1.5,178.1,50.94
131,Cheongju,1987-11-01,1987,11,6.8,13.7,1.2,74,63.8,1.5,162,52.67
131,Cheongju,1987-12-01,1987,12,0.3,7,-4.7,74,2.3,1.3,172.9,57.35
131,Cheongju,1988-01-01,1988,1,-1.9,3.6,-7,71,12.4,1.4,168.7,54.63
131,Cheongju,1988-02-01,1988,2,-1.5,4.9,-6.9,63,3.5,1.8,179.8,57.17
131,Cheongju,1988-03-01,1988,3,3.7,10.1,-1.5,65,45.8,2.2,183.4,49.45
131,Cheongju,1988-04-01,1988,4,11.4,19,4.4,61,50.4,2.6,247.9,62.89
131,Cheongju,1988-05-01,1988,5,18.1,25.4,11.6,62,39.3,2,246.4,56.28
131,Cheongju,1988-06-01,1988,6,22.8,28.8,17.9,72,75.7,2.2,223.7,50.97
131,Cheongju,1988-07-01,1988,7,24.9,29.4,21.4,81,385.9,2.3,137.3,30.8
131,Cheongju,1988-08-01,1988,8,25.6,31.6,21.2,80,162.3,1.7,231.8,55.28
131,Cheongju,1988-09-01,1988,9,20.2,27.1,15.1,78,51.2,1.7,219.8,59.02
131,Cheongju,1988-10-01,1988,10,13.5,21.5,7.2,73,5.2,1.5,229.7,65.87
131,Cheongju,1988-11-01,1988,11,4.5,11.9,-1.8,73,19.9,1.8,191.6,62.43
131,Cheongju,1988-12-01,1988,12,-0.4,5.5,-5.2,75,27.3,1.5,162.4,53.88
131,Cheongju,1989-01-01,1989,1,0.3,4.7,-3.5,78,65.3,1.5,101.7,32.89
131,Cheongju,1989-02-01,1989,2,1.8,7.8,-2.9,70,62.8,1.7,156.8,51.65
131,Cheongju,1989-03-01,1989,3,5.7,12.3,-0.1,67,82.8,2.3,213.6,57.61
131,Cheongju,1989-04-01,1989,4,13.8,21.9,6.1,57,17.3,2,279.3,70.91
131,Cheongju,1989-05-01,1989,5,18,25.1,11.8,67,56.1,2.3,272,62.16
131,Cheongju,1989-06-01,1989,6,20.9,26.9,15.8,73,180.3,2.1,228.8,52.13
131,Cheongju,1989-07-01,1989,7,24.7,29.8,20.7,83,303,1.9,201.1,45.09
131,Cheongju,1989-08-01,1989,8,25.6,30.7,21,78,127.8,2.3,240.1,57.25
131,Cheongju,1989-09-01,1989,9,20.2,26.1,15.6,83,273.4,1.8,191,51.25
131,Cheongju,1989-10-01,1989,10,12.3,20,6.3,77,24.7,1.6,216.4,62.01
131,Cheongju,1989-11-01,1989,11,6.6,12.1,2.1,77,64,1.8,157.6,51.3
131,Cheongju,1989-12-01,1989,12,1,6.5,-3.7,80,22.8,1.6,145,48.09
131,Cheongju,1990-01-01,1990,1,-3.1,1.8,-7.4,76,72.1,1.7,154.2,49.9
131,Cheongju,1990-02-01,1990,2,2.7,7,-1.1,81,99.2,1.9,108.4,35.73
131,Cheongju,1990-03-01,1990,3,7,13.2,1.8,72,60.2,2.2,193.2,52.15
131,Cheongju,1990-04-01,1990,4,11.4,18,5.3,70,75,2.7,208,52.85
131,Cheongju,1990-05-01,1990,5,16.9,22.6,12,76,76.5,2.3,181.9,41.58
131,Cheongju,1990-06-01,1990,6,21.8,26.8,17.9,84,282.8,2.1,142.6,32.49
131,Cheongju,1990-07-01,1990,7,26.1,30.5,22.6,86,264,2,174.9,39.2
131,Cheongju,1990-08-01,1990,8,26.7,32.7,21.8,82,247.9,1.8,238.6,56.82
131,Cheongju,1990-09-01,1990,9,21.5,27.3,16.8,82,189.1,1.9,174.1,46.68
131,Cheongju,1990-10-01,1990,10,14,21.8,8,76,3.1,1.4,234.2,67.03
131,Cheongju,1990-11-01,1990,11,9.1,15.8,4,80,68.1,1.7,151.4,49.22
131,Cheongju,1990-12-01,1990,12,0.1,6.1,-4.8,78,35.7,1.7,144,47.76
131,Cheongju,1991-01-01,1991,1,-2.6,2.9,-7.2,75,21.2,1.5,179.5,58.11
131,Cheongju,1991-02-01,1991,2,-1.3,4.1,-6.1,76,47.3,1.9,174.7,57.62
131,Cheongju,1991-03-01,1991,3,5,11.1,-0.1,72,57.5,2.2,191.1,51.61
131,Cheongju,1991-04-01,1991,4,12.6,20.7,5,56,71.6,2.1,272.5,69.27
131,Cheongju,1991-05-01,1991,5,17.6,24.2,11.3,57,88.5,2.3,270.9,61.95
131,Cheongju,1991-06-01,1991,6,23.1,28.9,18.1,68,99.6,2,231.4,52.73
131,Cheongju,1991-07-01,1991,7,24.8,28.9,21.3,79,357.3,2.1,128,28.69
131,Cheongju,1991-08-01,1991,8,24.8,30,20.4,73,79.8,2,218.9,52.11
131,Cheongju,1991-09-01,1991,9,20.2,25.8,15.8,76,213,1.7,180.2,48.27
131,Cheongju,1991-10-01,1991,10,12.7,20.6,6.3,68,17,1.8,262,74.94
131,Cheongju,1991-11-01,1991,11,5.3,12.6,-0.6,66,21.4,1.5,184,59.82
131,Cheongju,1991-12-01,1991,12,1.7,7.7,-3.1,71,69.4,1.5,124.8,41.39
131,Cheongju,1992-01-01,1992,1,-0.5,4.8,-4.7,68,13.5,1.7,138.5,44.85
131,Cheongju,1992-02-01,1992,2,0.2,6.8,-5.3,62,16.3,1.9,203.6,64.74
131,Cheongju,1992-03-01,1992,3,7,13.4,1.6,64,29.6,2,174.4,46.98
131,Cheongju,1992-04-01,1992,4,12.1,19.7,5.4,60,110.1,2.5,228.4,57.93
131,Cheongju,1992-05-01,1992,5,16.6,23,10.7,66,100.3,2.2,243.1,55.53
131,Cheongju,1992-06-01,1992,6,21.1,27.1,15.3,66,28.7,1.9,225.7,51.42
131,Cheongju,1992-07-01,1992,7,26,31,22.1,75,141.7,2.3,195,43.74
131,Cheongju,1992-08-01,1992,8,25.2,29.9,21.1,76,263.9,2,176.1,42
131,Cheongju,1992-09-01,1992,9,20.3,25.8,15.8,77,176.9,1.7,153.1,41.11
131,Cheongju,1992-10-01,1992,10,13.1,20.3,7.7,75,27.4,1.6,200.2,57.41
131,Cheongju,1992-11-01,1992,11,5.6,12.6,0.3,72,42.2,1.4,151.9,49.49
131,Cheongju,1992-12-01,1992,12,1.4,6.4,-2.9,72,39.5,1.3,127.8,42.4
131,Cheongju,1993-01-01,1993,1,-2.1,3.2,-6.7,67,7.3,1.5,150.7,48.74
131,Cheongju,1993-02-01,1993,2,1,7.1,-4.1,62,75.4,2.1,170.2,56.04
131,Cheongju,1993-03-01,1993,3,5.2,11.8,-0.4,61,33.1,1.9,196.7,53.05
131,Cheongju,1993-04-01,1993,4,11.1,18.1,4.7,59,54.6,2.6,235.4,59.76
131,Cheongju,1993-05-01,1993,5,18.1,24.8,12.1,64,127.2,2,255.5,58.37
131,Cheongju,1993-06-01,1993,6,22.1,27.2,17.8,76,118.8,1.9,155.7,35.48
131,Cheongju,1993-07-01,1993,7,23.8,28.4,19.8,77,254,1.8,144.7,32.45
131,Cheongju,1993-08-01,1993,8,22.6,27.2,18.8,83,378.1,1.6,133.6,31.86
131,Cheongju,1993-09-01,1993,9,20.4,27.1,15,75,126.6,1.4,199.6,53.56
131,Cheongju,1993-10-01,1993,10,12.3,19.7,5.9,71,39.6,1.4,210.9,60.43
131,Cheongju,1993-11-01,1993,11,8,12.8,4.4,77,66.9,1.7,93.8,30.54
131,Cheongju,1993-12-01,1993,12,-0.1,5.2,-4.6,72,20.2,1.6,145.3,48.19
131,Cheongju,1994-01-01,1994,1,-1.5,4.3,-6.1,68,13.3,1.3,162.6,52.62
131,Cheongju,1994-02-01,1994,2,0.4,6.8,-4.9,64,12.8,1.7,177.2,58.4
131,Cheongju,1994-03-01,1994,3,3.9,9.8,-1.4,63,54.2,2.2,227.6,61.43
131,Cheongju,1994-04-01,1994,4,14.7,22.5,7.3,57,21.3,2.1,218.6,55.54
131,Cheongju,1994-05-01,1994,5,18.2,24.2,12.4,62,108.8,2.4,220.2,50.33
131,Cheongju,1994-06-01,1994,6,22.7,28.6,17,64,140.5,2,234.6,53.46
131,Cheongju,1994-07-01,1994,7,29.1,34.5,24.5,69,85.5,2,247.1,55.42
131,Cheongju,1994-08-01,1994,8,27.7,32.5,23.5,68,318.5,2.1,232.5,55.44
131,Cheongju,1994-09-01,1994,9,20,26.3,14.8,67,48.1,1.6,231,61.98
131,Cheongju,1994-10-01,1994,10,14.2,21.1,9,69,160.1,1.6,189.7,54.36
131,Cheongju,1994-11-01,1994,11,8.6,15.3,3.3,66,29.6,1.5,183,59.59
131,Cheongju,1994-12-01,1994,12,1.2,6.8,-3.6,65,19.3,1.5,151.6,50.28
131,Cheongju,1995-01-01,1995,1,-2.4,3.3,-7.2,63,21.5,1.8,181.7,58.82
131,Cheongju,1995-02-01,1995,2,0.3,7.6,-5.3,63,14,1.5,201.1,66.3
131,Cheongju,1995-03-01,1995,3,5.9,12.1,0.9,64,34.4,2.4,181.9,49.12
131,Cheongju,1995-04-01,1995,4,11.4,19.2,4.4,54,64,2.2,249.1,63.32
131,Cheongju,1995-05-01,1995,5,17,23.7,10.6,58,70.7,2,240.3,54.95
131,Cheongju,1995-06-01,1995,6,21.8,27.6,16.4,63,30.9,1.7,238.3,54.31
131,Cheongju,1995-07-01,1995,7,25.6,30.2,21.9,71,204.9,2.1,170.7,38.26
131,Cheongju,1995-08-01,1995,8,26.9,31.6,23.2,73,835.4,2,198,47.13
131,Cheongju,1995-09-01,1995,9,19.3,25.1,14.5,70,17.5,1.7,180,48.22
131,Cheongju,1995-10-01,1995,10,14.6,21.8,8.9,66,22.6,1.4,215,61.52
131,Cheongju,1995-11-01,1995,11,5.2,13,-0.7,67,20.3,1.5,193,62.74
131,Cheongju,1995-12-01,1995,12,-1.5,4,-6.3,71,3.6,1.4,153.8,51.01
131,Cheongju,1996-01-01,1996,1,-2.1,3.2,-6.7,66,27.9,2,184.4,59.7
131,Cheongju,1996-02-01,1996,2,-1.8,4.3,-7,60,4.2,2.2,217,69
131,Cheongju,1996-03-01,1996,3,4.5,9.9,-0.1,63,98.4,2.4,185.6,50
131,Cheongju,1996-04-01,1996,4,10.2,16.6,4.1,55,28.6,2.9,270.8,68.68
131,Cheongju,1996-05-01,1996,5,18.1,25,11.9,60,36.8,2.5,264.7,60.46
131,Cheongju,1996-06-01,1996,6,22.6,27.1,18.9,74,255.8,2.4,119,27.11
131,Cheongju,1996-07-01,1996,7,25.6,30.5,21.8,73,170.5,2.6,218.6,49.05
131,Cheongju,1996-08-01,1996,8,26.5,31.1,22.6,72,128.6,2.2,183.9,43.86
131,Cheongju,1996-09-01,1996,9,20.7,27.2,15.2,76,11.2,1.5,226,60.69
131,Cheongju,1996-10-01,1996,10,13.8,20.3,8.3,74,67.1,1.7,190.2,54.56
131,Cheongju,1996-11-01,1996,11,6.3,11.1,1.8,74,77.2,2,141.9,46.24
131,Cheongju,1996-12-01,1996,12,0.6,6.7,-4.6,74,22.5,1.7,188.9,62.67
131,Cheongju,1997-01-01,1997,1,-3,2.1,-8,71,12.9,2.1,158.6,51.29
131,Cheongju,1997-02-01,1997,2,0.2,6.7,-6,64,39.1,2.1,190.9,62.84
131,Cheongju,1997-03-01,1997,3,6.6,13.3,0.5,61,31.6,2.4,234.9,63.33
131,Cheongju,1997-04-01,1997,4,12.7,19.2,6.3,57,58.5,2.4,230.1,58.4
131,Cheongju,1997-05-01,1997,5,17.8,23.5,12.5,66,179.1,2.7,200.3,45.76
131,Cheongju,1997-06-01,1997,6,23.1,28.9,17.7,71,210.3,1.9,250.3,57.03
131,Cheongju,1997-07-01,1997,7,25.8,30.2,22,82,425.5,2,182.2,40.87
131,Cheongju,1997-08-01,1997,8,26.1,31.1,22,79,211.1,2.2,230.7,55.01
131,Cheongju,1997-09-01,1997,9,19.7,25.5,14.6,75,55.5,2.3,224.4,60.23
131,Cheongju,1997-10-01,1997,10,13,19.8,6.4,67,8.4,2.2,238.2,68.25
131,Cheongju,1997-11-01,1997,11,8.4,14.3,3.3,72,180.3,1.8,148.8,48.45
