location,flowering_date,flowering_days,fullbloom_date,fullbloom_days
三宅島,1965-03-28,86,1965-04-09,98.0
三宅島,1966-03-17,75,1966-03-26,84.0
三宅島,1967-03-25,83,1967-03-31,89.0
三宅島,1968-03-28,87,1968-04-02,92.0
三宅島,1969-03-25,83,1969-04-04,93.0
三宅島,1971-03-27,85,1971-04-02,91.0
三宅島,1972-03-30,89,1972-04-06,96.0
三宅島,1973-04-01,90,1973-04-07,96.0
三宅島,1974-03-25,83,1974-03-31,89.0
三宅島,1975-04-02,91,,
三宅島,1976-03-25,84,1976-04-02,92.0
三宅島,1977-03-20,78,1977-03-27,85.0
三宅島,1978-04-04,93,1978-04-11,100.0
三宅島,1979-03-31,89,1979-04-10,99.0
三宅島,1980-03-31,90,1980-04-06,96.0
三宅島,1981-03-26,84,1981-04-03,92.0
三宅島,1982-03-26,84,1982-04-01,90.0
三宅島,1983-04-02,91,1983-04-09,98.0
三宅島,1984-04-04,94,1984-04-10,100.0
三宅島,1985-03-25,83,1985-04-01,90.0
三宅島,1986-03-29,87,1986-04-05,94.0
三宅島,1987-03-30,88,1987-04-08,97.0
三宅島,1988-04-04,94,1988-04-13,103.0
三宅島,1989-03-16,74,1989-04-02,91.0
三宅島,1990-03-20,78,1990-04-04,93.0
三宅島,1991-03-28,86,1991-04-06,95.0
三宅島,1992-03-31,90,1992-04-07,97.0
三宅島,1993-04-01,90,1993-04-12,101.0
三宅島,1994-04-03,92,1994-04-07,96.0
三宅島,1995-04-05,94,1995-04-10,99.0
三宅島,1996-03-28,87,1996-04-05,95.0
三宅島,1997-03-24,82,1997-03-31,89.0
三宅島,1998-03-28,86,1998-04-06,95.0
三宅島,1999-03-21,79,1999-03-28,86.0
三宅島,2000-04-04,94,2000-04-08,98.0
下関,1953-03-29,87,1953-04-10,99.0
下関,1954-03-28,86,1954-04-06,95.0
下関,1955-03-24,82,1955-04-05,94.0
下関,1956-04-04,94,1956-04-09,99.0
下関,1957-04-06,95,1957-04-11,100.0
下関,1958-03-25,83,1958-04-08,97.0
下関,1959-03-23,81,1959-04-05,94.0
下関,1960-03-29,88,1960-04-06,96.0
下関,1961-03-29,87,1961-04-06,95.0
下関,1962-04-02,91,1962-04-10,99.0
下関,1963-04-05,94,1963-04-11,100.0
下関,1964-04-01,91,1964-04-07,97.0
下関,1965-04-05,94,1965-04-11,100.0
下関,1966-03-26,84,1966-04-06,95.0
下関,1967-03-30,88,1967-04-06,95.0
下関,1968-04-02,92,1968-04-07,97.0
下関,1969-04-04,93,1969-04-12,101.0
下関,1970-04-05,94,1970-04-13,102.0
下関,1971-04-01,90,1971-04-08,97.0
下関,1972-04-02,92,1972-04-11,101.0
下関,1973-03-28,86,1973-04-02,91.0
下関,1974-03-31,89,1974-04-05,94.0
下関,1975-03-28,86,1975-04-05,94.0
下関,1976-03-25,84,1976-04-08,98.0
下関,1977-03-26,84,1977-04-01,90.0
下関,1978-03-31,89,1978-04-07,96.0
下関,1979-03-28,86,1979-04-09,98.0
下関,1980-04-02,92,1980-04-08,98.0
下関,1981-03-27,85,1981-04-06,95.0
下関,1982-03-23,81,1982-04-02,91.0
下関,1983-03-31,89,1983-04-09,98.0
下関,1984-04-06,96,1984-04-12,102.0
下関,1985-04-02,91,1985-04-09,98.0
下関,1986-04-02,91,1986-04-09,98.0
下関,1987-03-24,82,1987-04-08,97.0
下関,1988-04-04,94,1988-04-13,103.0
下関,1989-03-22,80,1989-04-02,91.0
下関,1990-03-20,78,1990-03-31,89.0
下関,1991-04-05,94,1991-04-12,101.0
下関,1992-03-27,86,1992-04-04,94.0
下関,1993-04-02,91,1993-04-09,98.0
下関,1994-04-02,91,1994-04-05,94.0
下関,1995-04-01,90,1995-04-10,99.0
下関,1996-03-31,90,1996-04-07,97.0
下関,1997-03-25,83,1997-04-01,90.0
下関,1998-03-26,84,1998-04-05,94.0
下関,1999-03-29,87,1999-04-06,95.0
下関,2000-03-28,87,2000-04-05,95.0
下関,2001-03-26,84,2001-04-04,93.0
下関,2002-03-19,77,2002-03-28,86.0
下関,2003-03-25,83,2003-04-01,90.0
下関,2004-03-23,82,2004-04-02,92.0
下関,2005-03-31,89,2005-04-08,97.0
下関,2006-03-25,83,2006-04-07,96.0
下関,2007-03-23,81,2007-04-02,91.0
下関,2008-03-26,85,2008-04-04,94.0
下関,2009-03-18,76,2009-04-01,90.0
下関,2010-03-20,78,2010-04-01,90.0
下関,2011-03-30,88,2011-04-07,96.0
下関,2012-03-30,89,2012-04-06,96.0
下関,2013-03-19,77,2013-03-28,86.0
下関,2014-03-25,83,2014-03-30,88.0
下関,2015-03-25,83,2015-04-01,90.0
下関,2016-03-28,87,2016-04-03,93.0
下関,2017-03-29,87,2017-04-07,96.0
下関,2018-03-23,81,2018-03-29,87.0
下関,2019-03-25,83,2019-04-05,94.0
下関,2020-03-24,83,2020-04-05,95.0
下関,2021-03-16,74,2021-03-26,84.0
下関,2022-03-25,83,2022-04-01,90.0
下関,2023-03-22,80,2023-03-31,89.0
下関,2024-03-29,88,2024-04-05,95.0
与那国島,1992-01-24,23,1992-02-10,40.0
与那国島,1993-02-02,32,1993-02-17,47.0
与那国島,1994-01-18,17,1994-02-07,37.0
与那国島,1995-02-22,52,1995-03-02,60.0
与那国島,1996-01-18,17,1996-02-17,47.0
与那国島,1997-02-03,33,1997-02-12,42.0
与那国島,1998-02-09,39,1998-03-01,59.0
与那国島,1999-02-06,36,1999-03-03,61.0
与那国島,2000-01-20,19,2000-02-06,36.0
与那国島,2001-02-05,35,2001-02-21,51.0
与那国島,2002-01-21,20,2002-02-14,44.0
与那国島,2003-01-26,25,2003-02-10,40.0
与那国島,2004-01-19,18,2004-02-11,41.0
与那国島,2005-02-05,35,2005-02-15,45.0
与那国島,2006-01-27,26,2006-01-31,30.0
与那国島,2007-02-08,38,2007-02-16,46.0
与那国島,2008-01-30,29,,
久米島,1962-02-08,38,1962-02-12,42.0
久米島,1963-02-15,45,1963-02-20,50.0
久米島,1964-01-27,26,1964-02-06,36.0
久米島,1965-01-27,26,1965-01-31,30.0
久米島,1966-02-01,31,1966-02-05,35.0
久米島,1972-01-19,18,,
久米島,1973-01-17,16,,
久米島,1974-01-15,14,,
久米島,1978-01-06,5,,
久米島,1979-01-29,28,,
久米島,1980-01-25,24,1980-02-02,32.0
久米島,1981-01-27,26,1981-02-06,36.0
久米島,1982-01-22,21,1982-01-31,30.0
久米島,1983-01-30,29,1983-02-11,41.0
久米島,1984-01-24,23,1984-02-03,33.0
久米島,1985-01-23,22,1985-02-05,35.0
久米島,1986-01-15,14,1986-01-31,30.0
久米島,1987-01-08,7,1987-02-02,32.0
久米島,1988-01-06,5,1988-01-26,25.0
久米島,1989-12-31,364,1989-01-15,14.0
久米島,1990-12-31,364,1990-01-23,22.0
久米島,1991-01-02,1,1991-02-01,31.0
久米島,1992-01-05,4,1992-02-03,33.0
久米島,1993-01-07,6,1993-01-25,24.0
久米島,1994-01-12,11,1994-02-03,33.0
久米島,1995-01-15,14,1995-02-06,36.0
久米島,1996-01-13,12,1996-01-28,27.0
久米島,1997-01-15,14,1997-02-01,31.0
久米島,1998-01-20,19,1998-02-09,39.0
久米島,1999-01-26,25,1999-02-08,38.0
久米島,2000-01-07,6,2000-01-24,23.0
久米島,2001-01-04,3,2001-01-25,24.0
久米島,2002-01-07,6,2002-01-28,27.0
久米島,2003-01-15,14,2003-02-09,39.0
久米島,2004-01-13,12,2004-02-01,31.0
京都,1953-04-05,94,1953-04-11,100.0
京都,1954-03-29,87,1954-04-05,94.0
京都,1955-03-28,86,1955-04-07,96.0
京都,1956-04-01,91,1956-04-10,100.0
京都,1957-04-07,96,1957-04-12,101.0
京都,1958-04-02,91,1958-04-08,97.0
京都,1959-03-23,81,1959-04-02,91.0
京都,1960-03-29,88,1960-04-05,95.0
京都,1961-03-31,89,1961-04-06,95.0
京都,1962-04-02,91,1962-04-07,96.0
京都,1963-04-04,93,1963-04-09,98.0
京都,1964-04-05,95,1964-04-06,96.0
京都,1965-04-09,98,1965-04-17,106.0
京都,1966-03-27,85,1966-04-06,95.0
京都,1967-04-01,90,1967-04-06,95.0
京都,1968-04-02,92,1968-04-05,95.0
京都,1969-04-07,96,1969-04-13,102.0
京都,1970-04-09,98,1970-04-15,104.0
京都,1971-04-01,90,1971-04-07,96.0
京都,1972-03-30,89,1972-04-07,97.0
京都,1973-04-01,90,1973-04-08,97.0
京都,1974-04-04,93,1974-04-09,98.0
京都,1975-04-04,93,1975-04-10,99.0
京都,1976-03-29,88,1976-04-09,99.0
京都,1977-03-29,87,1977-04-03,92.0
京都,1978-04-08,97,1978-04-13,102.0
京都,1979-03-31,89,1979-04-09,98.0
京都,1980-04-05,95,1980-04-08,98.0
京都,1981-03-30,88,1981-04-08,97.0
京都,1982-03-24,82,1982-03-31,89.0
京都,1983-04-02,91,1983-04-09,98.0
京都,1984-04-09,99,1984-04-14,104.0
京都,1985-04-02,91,1985-04-08,97.0
京都,1986-04-03,92,1986-04-08,97.0
京都,1987-03-27,85,1987-04-06,95.0
京都,1988-04-05,95,1988-04-11,101.0
京都,1989-03-24,82,1989-04-02,91.0
京都,1990-03-21,79,1990-03-29,87.0
京都,1991-03-30,88,1991-04-06,95.0
京都,1992-03-27,86,1992-04-03,93.0
京都,1993-03-28,86,1993-04-06,95.0
京都,1994-04-03,92,1994-04-06,95.0
京都,1995-03-31,89,1995-04-06,95.0
京都,1996-03-31,90,1996-04-09,99.0
京都,1997-03-26,84,1997-04-04,93.0
京都,1998-03-24,82,1998-04-01,90.0
京都,1999-03-25,83,1999-04-02,91.0
京都,2000-04-03,93,2000-04-10,100.0
京都,2001-03-24,82,2001-04-03,92.0
京都,2002-03-18,76,2002-03-28,86.0
京都,2003-03-28,86,2003-04-04,93.0
京都,2004-03-24,83,2004-04-03,93.0
京都,2005-04-02,91,2005-04-08,97.0
京都,2006-03-27,85,2006-04-06,95.0
京都,2007-03-25,83,2007-04-03,92.0
京都,2008-03-24,83,2008-04-01,91.0
京都,2009-03-19,77,2009-04-05,94.0
京都,2010-03-19,77,2010-04-01,90.0
京都,2011-03-28,86,2011-04-07,96.0
京都,2012-04-03,93,2012-04-09,99.0
京都,2013-03-22,80,2013-03-30,88.0
京都,2014-03-27,85,2014-04-02,91.0
京都,2015-03-27,85,2015-04-01,90.0
京都,2016-03-23,82,2016-04-02,92.0
京都,2017-03-31,89,2017-04-07,96.0
京都,2018-03-22,80,2018-03-28,86.0
京都,2019-03-27,85,2019-04-06,95.0
京都,2020-03-22,81,2020-03-30,89.0
京都,2021-03-16,74,2021-03-26,84.0
京都,2022-03-24,82,2022-03-30,88.0
京都,2023-03-17,75,2023-03-24,82.0
京都,2024-03-29,88,2024-04-05,95.0
仙台,1953-04-11,100,1953-04-17,106.0
仙台,1954-04-06,95,1954-04-12,101.0
仙台,1955-04-11,100,1955-04-16,105.0
仙台,1956-04-16,106,1956-04-19,109.0
仙台,1957-04-16,105,1957-04-21,110.0
仙台,1958-04-10,99,1958-04-15,104.0
仙台,1959-04-04,93,1959-04-10,99.0
仙台,1960-04-12,102,1960-04-17,107.0
仙台,1961-04-11,100,1961-04-16,105.0
仙台,1962-04-14,103,1962-04-21,110.0
仙台,1963-04-12,101,1963-04-18,107.0
仙台,1964-04-11,101,1964-04-19,109.0
仙台,1965-04-20,109,1965-04-25,114.0
仙台,1966-04-11,100,1966-04-18,107.0
仙台,1967-04-11,100,1967-04-18,107.0
仙台,1968-04-10,100,1968-04-14,104.0
仙台,1969-04-14,103,1969-04-20,109.0
仙台,1970-04-21,110,1970-04-25,114.0
仙台,1971-04-14,103,1971-04-17,106.0
仙台,1972-04-08,98,1972-04-16,106.0
仙台,1973-04-11,100,1973-04-18,107.0
仙台,1974-04-19,108,1974-04-24,113.0
仙台,1975-04-14,103,1975-04-18,107.0
仙台,1976-04-14,104,1976-04-19,109.0
仙台,1977-04-14,103,1977-04-19,108.0
仙台,1978-04-21,110,1978-04-25,114.0
仙台,1979-04-09,98,1979-04-12,101.0
仙台,1980-04-14,104,1980-04-20,110.0
仙台,1981-04-13,102,1981-04-18,107.0
仙台,1982-04-11,100,1982-04-16,105.0
仙台,1983-04-13,102,1983-04-18,107.0
仙台,1984-04-28,118,1984-05-03,123.0
仙台,1985-04-17,106,1985-04-23,112.0
仙台,1986-04-19,108,1986-04-24,113.0
仙台,1987-04-10,99,1987-04-17,106.0
仙台,1988-04-17,107,1988-04-21,111.0
仙台,1989-04-03,92,1989-04-06,95.0
仙台,1990-04-03,92,1990-04-08,97.0
仙台,1991-04-11,100,1991-04-15,104.0
仙台,1992-04-06,96,1992-04-15,105.0
仙台,1993-04-09,98,1993-04-16,105.0
仙台,1994-04-11,100,1994-04-15,104.0
仙台,1995-04-11,100,1995-04-17,106.0
仙台,1996-04-17,107,1996-04-24,114.0
仙台,1997-04-08,97,1997-04-11,100.0
仙台,1998-04-08,97,1998-04-11,100.0
仙台,1999-04-08,97,1999-04-13,102.0
仙台,2000-04-13,103,2000-04-18,108.0
仙台,2001-04-10,99,2001-04-13,102.0
仙台,2002-03-29,87,2002-04-03,92.0
仙台,2003-04-09,98,2003-04-14,103.0
仙台,2004-04-07,97,2004-04-10,100.0
仙台,2005-04-14,103,2005-04-17,106.0
仙台,2006-04-13,102,2006-04-18,107.0
仙台,2007-04-06,95,2007-04-12,101.0
仙台,2008-04-05,95,2008-04-11,101.0
仙台,2009-04-07,96,2009-04-10,99.0
仙台,2010-04-13,102,2010-04-21,110.0
仙台,2011-04-12,101,2011-04-15,104.0
仙台,2012-04-18,108,2012-04-23,113.0
仙台,2013-04-09,98,2013-04-15,104.0
仙台,2014-04-07,96,2014-04-11,100.0
仙台,2015-04-03,92,2015-04-09,98.0
仙台,2016-04-01,91,2016-04-06,96.0
仙台,2017-04-07,96,2017-04-13,102.0
仙台,2018-03-30,88,2018-04-04,93.0
仙台,2019-04-05,94,2019-04-10,99.0
仙台,2020-03-28,87,2020-04-03,93.0
仙台,2021-03-28,86,2021-03-31,89.0
仙台,2022-04-08,97,2022-04-11,100.0
仙台,2023-03-26,84,2023-03-31,89.0
仙台,2024-04-02,92,2024-04-09,99.0
佐賀,1953-03-26,84,1953-04-09,98.0
佐賀,1954-03-27,85,1954-04-05,94.0
佐賀,1955-03-24,82,1955-04-04,93.0
佐賀,1956-03-29,88,1956-04-04,94.0
佐賀,1957-03-31,89,1957-04-07,96.0
佐賀,1958-03-24,82,1958-04-04,93.0
佐賀,1959-03-22,80,1959-03-31,89.0
佐賀,1960-03-25,84,1960-04-08,98.0
佐賀,1961-03-23,81,1961-04-01,90.0
佐賀,1962-03-31,89,1962-04-09,98.0
佐賀,1963-03-30,88,1963-04-05,94.0
佐賀,1964-03-31,90,1964-04-03,93.0
佐賀,1965-03-30,88,1965-04-03,92.0
佐賀,1966-03-23,81,1966-04-02,91.0
佐賀,1967-03-27,85,,
佐賀,1968-03-31,90,1968-04-05,95.0
佐賀,1969-04-01,90,1969-04-08,97.0
佐賀,1970-04-01,90,1970-04-10,99.0
佐賀,1971-03-30,88,1971-04-06,95.0
佐賀,1972-03-28,87,1972-04-04,94.0
佐賀,1973-03-25,83,1973-03-31,89.0
佐賀,1974-03-28,86,1974-04-03,92.0
佐賀,1975-03-29,87,1975-04-05,94.0
佐賀,1976-03-21,80,1976-04-03,93.0
佐賀,1977-03-21,79,1977-03-28,86.0
佐賀,1978-03-30,88,1978-04-10,99.0
佐賀,1979-03-26,84,1979-04-05,94.0
佐賀,1980-03-27,86,1980-04-02,92.0
佐賀,1981-03-24,82,1981-03-31,89.0
佐賀,1982-03-19,77,1982-03-25,83.0
佐賀,1983-03-30,88,1983-04-05,94.0
佐賀,1984-03-31,90,1984-04-06,96.0
佐賀,1985-03-29,87,1985-04-05,94.0
佐賀,1986-03-26,84,1986-04-03,92.0
佐賀,1987-03-23,81,1987-04-04,93.0
佐賀,1988-04-02,92,1988-04-10,100.0
佐賀,1989-03-20,78,1989-04-01,90.0
佐賀,1990-03-17,75,1990-03-31,89.0
佐賀,1991-03-29,87,1991-04-05,94.0
佐賀,1992-03-25,84,1992-04-04,94.0
佐賀,1993-03-29,87,1993-04-06,95.0
佐賀,1994-03-29,87,1994-04-05,94.0
佐賀,1995-03-31,89,1995-04-08,97.0
佐賀,1996-03-25,84,1996-04-05,95.0
佐賀,1997-03-18,76,1997-03-31,89.0
佐賀,1998-03-18,76,1998-03-31,89.0
佐賀,1999-03-21,79,1999-04-01,90.0
佐賀,2000-03-27,86,2000-04-03,93.0
佐賀,2001-03-24,82,2001-04-04,93.0
佐賀,2002-03-17,75,2002-03-27,85.0
佐賀,2003-03-21,79,2003-03-30,88.0
佐賀,2004-03-23,82,2004-03-31,90.0
佐賀,2005-03-31,89,2005-04-07,96.0
佐賀,2006-03-23,81,2006-04-03,92.0
佐賀,2007-03-24,82,2007-03-31,89.0
佐賀,2008-03-24,83,2008-04-02,92.0
佐賀,2009-03-19,77,2009-03-29,87.0
佐賀,2010-03-21,79,2010-04-02,91.0
佐賀,2011-03-22,80,2011-04-05,94.0
佐賀,2012-03-28,87,2012-04-03,93.0
佐賀,2013-03-18,76,2013-03-25,83.0
佐賀,2014-03-19,77,2014-03-26,84.0
佐賀,2015-03-22,80,2015-03-31,89.0
佐賀,2016-03-23,82,2016-03-31,90.0
佐賀,2017-03-30,88,2017-04-08,97.0
佐賀,2018-03-20,78,2018-03-27,85.0
佐賀,2019-03-23,81,2019-04-01,90.0
佐賀,2020-03-23,82,2020-04-02,92.0
佐賀,2021-03-17,75,2021-03-24,82.0
佐賀,2022-03-19,77,2022-03-28,86.0
佐賀,2023-03-22,80,2023-03-31,89.0
佐賀,2024-03-29,88,2024-04-02,92.0
倶知安,1953-05-12,131,,
倶知安,1954-05-11,130,1954-05-19,138.0
倶知安,1955-05-19,138,1955-05-23,142.0
倶知安,1956-05-13,133,,
倶知安,1957-05-15,134,1957-05-19,138.0
倶知安,1958-05-16,135,1958-05-20,139.0
倶知安,1959-05-02,121,1959-05-06,125.0
倶知安,1960-05-17,137,1960-05-20,140.0
倶知安,1961-05-09,128,1961-05-12,131.0
倶知安,1962-05-08,127,1962-05-12,131.0
倶知安,1963-05-07,126,1963-05-12,131.0
倶知安,1964-05-09,129,1964-05-13,133.0
倶知安,1965-05-20,139,1965-05-23,142.0
倶知安,1966-05-17,136,1966-05-19,138.0
倶知安,1967-05-09,128,1967-05-11,130.0
倶知安,1968-05-10,130,1968-05-13,133.0
倶知安,1969-05-10,129,1969-05-13,132.0
倶知安,1970-05-17,136,1970-05-19,138.0
倶知安,1972-05-07,127,1972-05-10,130.0
倶知安,1973-05-11,130,1973-05-15,134.0
倶知安,1974-05-14,133,1974-05-18,137.0
倶知安,1975-05-10,129,1975-05-13,132.0
倶知安,1976-05-16,136,1976-05-19,139.0
倶知安,1977-05-14,133,1977-05-22,141.0
倶知安,1978-05-14,133,1978-05-17,136.0
倶知安,1979-05-17,136,1979-05-21,140.0
倶知安,1980-05-19,139,1980-05-23,143.0
倶知安,1981-05-10,129,1981-05-13,132.0
倶知安,1982-05-11,130,1982-05-15,134.0
倶知安,1983-05-01,120,1983-05-04,123.0
倶知安,1984-05-22,142,1984-05-24,144.0
倶知安,1985-05-11,130,1985-05-14,133.0
倶知安,1986-05-11,130,1986-05-16,135.0
倶知安,1987-05-13,132,1987-05-17,136.0
倶知安,1988-05-14,134,1988-05-18,138.0
倶知安,1989-05-05,124,1989-05-09,128.0
倶知安,1990-05-06,125,1990-05-08,127.0
倶知安,1991-05-09,128,1991-05-11,130.0
倶知安,1992-05-10,130,1992-05-15,135.0
倶知安,1993-05-12,131,1993-05-15,134.0
倶知安,1994-05-14,133,1994-05-18,137.0
倶知安,1995-05-08,127,1995-05-10,129.0
倶知安,1996-05-19,139,1996-05-23,143.0
倶知安,1997-05-09,128,1997-05-13,132.0
倶知安,1998-04-28,117,1998-05-04,123.0
倶知安,1999-05-09,128,1999-05-14,133.0
倶知安,2000-05-12,132,2000-05-15,135.0
倶知安,2001-05-08,127,2001-05-12,131.0
倶知安,2002-04-25,114,2002-04-28,117.0
倶知安,2003-05-04,123,2003-05-08,127.0
倶知安,2004-05-07,127,2004-05-09,129.0
倶知安,2005-05-14,133,2005-05-20,139.0
倶知安,2006-05-15,134,2006-05-17,136.0
八丈島,1953-03-27,85,1953-04-04,93.0
八丈島,1954-04-03,92,1954-04-11,100.0
八丈島,1955-03-21,79,1955-04-04,93.0
八丈島,1956-03-28,87,1956-04-05,95.0
八丈島,1957-04-02,91,1957-04-12,101.0
八丈島,1958-04-04,93,1958-04-16,105.0
八丈島,1959-04-01,90,1959-04-20,109.0
八丈島,1960-04-03,93,1960-04-15,105.0
八丈島,1961-04-01,90,1961-04-10,99.0
八丈島,1962-04-02,91,1962-04-16,105.0
八丈島,1963-04-01,90,1963-04-08,97.0
八丈島,1964-04-05,95,1964-04-12,102.0
八丈島,1965-04-07,96,1965-04-16,105.0
八丈島,1966-03-28,86,1966-04-10,99.0
八丈島,1967-03-28,86,1967-04-04,93.0
八丈島,1968-03-25,84,1968-04-05,95.0
八丈島,1969-04-23,112,1969-04-30,119.0
八丈島,1970-04-06,95,1970-04-10,99.0
八丈島,1971-04-02,91,1971-04-06,95.0
八丈島,1972-04-15,105,1972-04-19,109.0
八丈島,1973-04-07,96,1973-04-11,100.0
八丈島,1974-03-30,88,1974-04-04,93.0
八丈島,1975-04-07,96,1975-04-13,102.0
八丈島,1976-03-26,85,1976-04-03,93.0
八丈島,1977-03-26,84,1977-04-01,90.0
八丈島,1978-04-08,97,1978-04-14,103.0
八丈島,1979-04-15,104,1979-05-01,120.0
八丈島,1980-04-04,94,1980-04-11,101.0
八丈島,1981-03-25,83,1981-03-31,89.0
八丈島,1982-03-29,87,1982-04-04,93.0
八丈島,1983-04-06,95,1983-04-15,104.0
八丈島,1984-04-02,92,1984-04-08,98.0
八丈島,1985-03-28,86,1985-04-08,97.0
八丈島,1986-03-27,85,1986-04-04,93.0
八丈島,1987-04-09,98,1987-04-21,110.0
八丈島,1988-04-03,93,1988-04-15,105.0
八丈島,1989-03-29,87,1989-04-07,96.0
八丈島,1990-03-30,88,1990-04-13,102.0
八丈島,1991-04-03,92,1991-04-09,98.0
八丈島,1992-03-30,89,1992-04-11,101.0
八丈島,1993-04-09,98,1993-04-16,105.0
八丈島,1994-04-04,93,1994-04-10,99.0
八丈島,1995-04-02,91,1995-04-11,100.0
八丈島,1996-03-23,82,1996-03-29,88.0
八丈島,1997-03-30,88,1997-04-05,94.0
八丈島,1998-04-01,90,1998-04-10,99.0
八丈島,1999-03-26,84,1999-04-06,95.0
八丈島,2000-04-06,96,2000-04-13,103.0
八丈島,2001-03-29,87,2001-04-06,95.0
八丈島,2002-03-28,86,2002-04-06,95.0
八丈島,2003-03-28,86,2003-04-04,93.0
八丈島,2004-03-26,85,2004-04-01,91.0
八丈島,2005-04-08,97,2005-04-18,107.0
八丈島,2006-03-19,77,2006-04-03,92.0
八丈島,2007-04-13,102,,
八丈島,2008-03-30,89,2008-04-07,97.0
八丈島,2009-04-04,93,2009-04-18,107.0
八戸,1953-04-26,115,1953-05-02,121.0
八戸,1954-04-24,113,1954-04-26,115.0
八戸,1955-04-23,112,1955-04-26,115.0
八戸,1956-04-24,114,1956-04-27,117.0
八戸,1957-04-27,116,1957-05-01,120.0
八戸,1958-04-24,113,1958-04-27,116.0
八戸,1959-04-21,110,1959-04-23,112.0
八戸,1960-04-27,117,1960-05-01,121.0
八戸,1961-04-22,111,1961-04-26,115.0
八戸,1962-04-23,112,1962-04-26,115.0
八戸,1963-04-20,109,1963-04-25,114.0
八戸,1964-04-27,117,1964-05-02,122.0
八戸,1965-05-06,125,1965-05-09,128.0
八戸,1966-04-26,115,1966-04-30,119.0
八戸,1967-04-26,115,1967-04-28,117.0
八戸,1968-04-22,112,1968-04-29,119.0
八戸,1969-04-26,115,1969-04-30,119.0
八戸,1970-04-30,119,1970-05-07,126.0
八戸,1971-04-22,111,1971-04-26,115.0
八戸,1972-04-24,114,1972-04-28,118.0
八戸,1973-04-20,109,1973-04-22,111.0
八戸,1974-04-29,118,1974-05-01,120.0
八戸,1975-04-25,114,1975-04-28,117.0
八戸,1976-04-25,115,1976-04-28,118.0
八戸,1977-04-28,117,1977-05-02,121.0
八戸,1978-04-28,117,1978-05-01,120.0
八戸,1979-05-01,120,1979-05-05,124.0
八戸,1980-04-29,119,1980-05-05,125.0
八戸,1981-04-25,114,1981-04-28,117.0
八戸,1982-04-26,115,1982-05-01,120.0
八戸,1983-04-20,109,1983-04-23,112.0
八戸,1984-05-18,138,1984-05-23,143.0
八戸,1985-04-27,116,1985-05-01,120.0
八戸,1986-04-29,118,1986-05-02,121.0
八戸,1987-04-23,112,1987-04-28,117.0
八戸,1988-04-27,117,1988-04-30,120.0
八戸,1989-04-15,104,1989-04-19,108.0
八戸,1990-04-12,101,1990-04-18,107.0
八戸,1991-04-19,108,1991-04-25,114.0
八戸,1992-04-21,111,1992-04-24,114.0
八戸,1993-04-21,110,1993-04-26,115.0
八戸,1994-04-23,112,1994-04-26,115.0
八戸,1995-04-23,112,1995-04-25,114.0
八戸,1996-04-28,118,1996-05-02,122.0
八戸,1997-04-22,111,1997-04-28,117.0
八戸,1998-04-14,103,1998-04-19,108.0
八戸,1999-04-22,111,1999-04-27,116.0
八戸,2000-04-25,115,2000-04-30,120.0
八戸,2001-04-19,108,2001-04-24,113.0
八戸,2002-04-13,102,2002-04-16,105.0
八戸,2003-04-22,111,2003-04-25,114.0
八戸,2004-04-16,106,2004-04-19,109.0
八戸,2005-04-27,116,2005-04-29,118.0
八戸,2006-04-29,118,2006-05-02,121.0
八戸,2007-04-26,115,2007-04-29,118.0
函館,1953-05-02,121,1953-05-09,128.0
函館,1954-05-03,122,1954-05-07,126.0
函館,1955-05-08,127,1955-05-14,133.0
函館,1956-05-03,123,1956-05-08,128.0
函館,1957-05-08,127,1957-05-12,131.0
函館,1958-05-04,123,1958-05-10,129.0
函館,1959-04-26,115,1959-05-02,121.0
函館,1960-05-04,124,1960-05-10,130.0
函館,1961-04-30,119,1961-05-05,124.0
函館,1962-05-03,122,1962-05-08,127.0
函館,1963-05-03,122,1963-05-08,127.0
函館,1964-05-05,125,1964-05-10,130.0
函館,1965-05-14,133,1965-05-16,135.0
函館,1966-05-07,126,1966-05-11,130.0
函館,1967-05-03,122,1967-05-09,128.0
函館,1968-05-02,122,1968-05-07,127.0
函館,1969-05-05,124,1969-05-08,127.0
函館,1970-05-06,125,1970-05-11,130.0
函館,1971-05-11,130,1971-05-14,133.0
函館,1972-04-29,119,1972-05-04,124.0
函館,1973-05-02,121,1973-05-07,126.0
函館,1974-05-09,128,1974-05-12,131.0
函館,1975-05-01,120,1975-05-07,126.0
函館,1976-05-09,129,1976-05-11,131.0
函館,1977-05-08,127,1977-05-12,131.0
函館,1978-05-08,127,1978-05-10,129.0
函館,1979-05-07,126,1979-05-11,130.0
函館,1980-05-12,132,1980-05-15,135.0
函館,1981-05-03,122,1981-05-06,125.0
函館,1982-05-07,126,1982-05-09,128.0
函館,1983-04-27,116,1983-04-30,119.0
函館,1984-05-23,143,1984-05-27,147.0
函館,1985-05-04,123,1985-05-09,128.0
函館,1986-05-05,124,1986-05-08,127.0
函館,1987-05-04,123,1987-05-08,127.0
函館,1988-05-02,122,1988-05-06,126.0
函館,1989-04-23,112,1989-05-01,120.0
函館,1990-04-22,111,1990-04-26,115.0
函館,1991-04-28,117,1991-05-02,121.0
函館,1992-04-28,118,1992-05-02,122.0
函館,1993-04-27,116,1993-05-02,121.0
函館,1994-04-30,119,1994-05-05,124.0
函館,1995-04-30,119,1995-05-03,122.0
函館,1996-05-04,124,1996-05-11,131.0
