location,flowering_date,flowering_days,fullbloom_date,fullbloom_days
根室,1990-05-11,130,1990-05-17,136.0
根室,1991-05-13,132,1991-05-18,137.0
根室,1992-05-24,144,1992-06-02,153.0
根室,1994-05-19,138,1994-05-23,142.0
根室,1995-05-18,137,1995-05-22,141.0
根室,1996-05-24,144,1996-05-31,151.0
根室,1997-05-14,133,1997-05-23,142.0
根室,1998-05-14,133,1998-05-17,136.0
根室,1999-05-19,138,1999-05-22,141.0
根室,2000-05-22,142,2000-05-26,146.0
根室,2001-05-16,135,2001-05-24,143.0
根室,2002-05-08,127,2002-05-13,132.0
根室,2003-05-21,140,2003-05-28,147.0
根室,2004-05-14,134,2004-05-19,139.0
根室,2005-05-21,140,2005-05-29,148.0
根室,2006-05-17,136,2006-05-22,141.0
根室,2007-05-16,135,2007-05-23,142.0
根室,2008-05-16,136,2008-05-22,142.0
根室,2009-05-10,129,2009-05-16,135.0
根室,2010-05-18,137,2010-05-24,143.0
横浜,1953-03-25,83,1953-03-31,89.0
横浜,1954-03-26,84,1954-04-01,90.0
横浜,1955-03-24,82,1955-04-04,93.0
横浜,1956-03-28,87,1956-04-09,99.0
横浜,1957-04-03,92,1957-04-10,99.0
横浜,1958-03-25,83,1958-04-05,94.0
横浜,1959-03-20,78,1959-04-03,92.0
横浜,1960-03-21,80,1960-04-03,93.0
横浜,1961-03-31,89,1961-04-07,96.0
横浜,1962-03-29,87,1962-04-09,98.0
横浜,1963-04-01,90,1963-04-07,96.0
横浜,1964-04-04,94,1964-04-06,96.0
横浜,1965-04-03,92,1965-04-10,99.0
横浜,1966-03-19,77,1966-04-05,94.0
横浜,1967-03-30,88,1967-04-04,93.0
横浜,1968-03-29,88,1968-04-01,91.0
横浜,1969-04-03,92,1969-04-11,100.0
横浜,1970-04-04,93,1970-04-13,102.0
横浜,1971-03-30,88,1971-04-05,94.0
横浜,1972-03-28,87,1972-03-31,90.0
横浜,1973-03-31,89,1973-04-06,95.0
横浜,1974-04-01,90,1974-04-06,95.0
横浜,1975-03-30,88,1975-04-07,96.0
横浜,1976-03-25,84,1976-04-06,96.0
横浜,1977-03-25,83,1977-04-03,92.0
横浜,1978-04-05,94,1978-04-14,103.0
横浜,1979-03-24,82,1979-04-04,93.0
横浜,1980-04-01,91,1980-04-09,99.0
横浜,1981-03-27,85,1981-04-07,96.0
横浜,1982-03-23,81,1982-03-31,89.0
横浜,1983-04-02,91,1983-04-08,97.0
横浜,1984-04-10,100,1984-04-15,105.0
横浜,1985-04-01,90,1985-04-08,97.0
横浜,1986-04-02,91,1986-04-09,98.0
横浜,1987-03-21,79,1987-03-31,89.0
横浜,1988-04-02,92,1988-04-09,99.0
横浜,1989-03-21,79,1989-04-01,90.0
横浜,1990-03-18,76,1990-03-23,81.0
横浜,1991-03-29,87,1991-04-06,95.0
横浜,1992-03-23,82,1992-03-31,90.0
横浜,1993-03-24,82,1993-04-02,91.0
横浜,1994-04-01,90,1994-04-06,95.0
横浜,1995-03-31,89,1995-04-07,96.0
横浜,1996-03-29,88,1996-04-04,94.0
横浜,1997-03-25,83,1997-03-31,89.0
横浜,1998-03-28,86,1998-04-04,93.0
横浜,1999-03-24,82,1999-04-02,91.0
横浜,2000-03-29,88,2000-04-07,97.0
横浜,2001-03-22,80,2001-03-29,87.0
横浜,2002-03-15,73,2002-03-22,80.0
横浜,2003-03-27,85,2003-04-01,90.0
横浜,2004-03-18,77,2004-03-30,89.0
横浜,2005-04-02,91,2005-04-07,96.0
横浜,2006-03-21,79,2006-03-28,86.0
横浜,2007-03-23,81,2007-03-30,88.0
横浜,2008-03-23,82,2008-03-29,88.0
横浜,2009-03-22,80,2009-04-04,93.0
横浜,2010-03-22,80,2010-04-02,91.0
横浜,2011-03-30,88,2011-04-08,97.0
横浜,2012-04-02,92,2012-04-09,99.0
横浜,2013-03-18,76,2013-03-22,80.0
横浜,2014-03-25,83,2014-03-31,89.0
横浜,2015-03-23,81,2015-03-31,89.0
横浜,2016-03-23,82,2016-04-02,92.0
横浜,2017-03-25,83,2017-04-06,95.0
横浜,2018-03-19,77,2018-03-27,85.0
横浜,2019-03-21,79,2019-04-01,90.0
横浜,2020-03-18,77,2020-03-28,87.0
横浜,2021-03-17,75,2021-03-27,85.0
横浜,2022-03-21,79,2022-03-28,86.0
横浜,2023-03-15,73,2023-03-25,83.0
横浜,2024-04-01,91,2024-04-07,97.0
水戸,1953-04-04,93,1953-04-09,98.0
水戸,1954-04-01,90,1954-04-06,95.0
水戸,1955-03-29,87,1955-04-08,97.0
水戸,1956-04-09,99,1956-04-15,105.0
水戸,1957-04-08,97,1957-04-14,103.0
水戸,1958-04-04,93,1958-04-11,100.0
水戸,1959-03-30,88,1959-04-06,95.0
水戸,1960-04-04,94,1960-04-10,100.0
水戸,1961-04-06,95,1961-04-10,99.0
水戸,1962-04-09,98,1962-04-15,104.0
水戸,1963-04-06,95,1963-04-13,102.0
水戸,1964-04-06,96,1964-04-11,101.0
水戸,1965-04-12,101,1965-04-16,105.0
水戸,1966-04-01,90,1966-04-08,97.0
水戸,1967-04-02,91,1967-04-07,96.0
水戸,1968-04-04,94,1968-04-10,100.0
水戸,1969-04-08,97,1969-04-13,102.0
水戸,1970-04-13,102,1970-04-21,110.0
水戸,1971-04-05,94,1971-04-12,101.0
水戸,1972-03-31,90,1972-04-05,95.0
水戸,1973-04-05,94,1973-04-08,97.0
水戸,1974-04-10,99,1974-04-14,103.0
水戸,1975-04-09,98,1975-04-12,101.0
水戸,1976-04-05,95,1976-04-13,103.0
水戸,1977-04-05,94,1977-04-11,100.0
水戸,1978-04-11,100,1978-04-16,105.0
水戸,1979-03-29,87,1979-04-06,95.0
水戸,1980-04-09,99,1980-04-14,104.0
水戸,1981-04-08,97,1981-04-15,104.0
水戸,1982-04-01,90,1982-04-08,97.0
水戸,1983-04-07,96,1983-04-14,103.0
水戸,1984-04-20,110,1984-04-27,117.0
水戸,1985-04-07,96,1985-04-14,103.0
水戸,1986-04-10,99,1986-04-16,105.0
水戸,1987-03-28,86,1987-04-05,94.0
水戸,1988-04-06,96,1988-04-14,104.0
水戸,1989-03-27,85,1989-04-03,92.0
水戸,1990-03-25,83,1990-03-30,88.0
水戸,1991-04-05,94,1991-04-10,99.0
水戸,1992-03-31,90,1992-04-06,96.0
水戸,1993-04-02,91,1993-04-14,103.0
水戸,1994-04-05,94,1994-04-07,96.0
水戸,1995-04-05,94,1995-04-11,100.0
水戸,1996-04-07,97,1996-04-14,104.0
水戸,1997-03-29,87,1997-04-02,91.0
水戸,1998-03-31,89,1998-04-08,97.0
水戸,1999-03-29,87,1999-04-05,94.0
水戸,2000-04-03,93,2000-04-08,98.0
水戸,2001-03-30,88,2001-04-05,94.0
水戸,2002-03-20,78,2002-03-28,86.0
水戸,2003-04-01,90,2003-04-09,98.0
水戸,2004-03-27,86,2004-03-31,90.0
水戸,2005-04-06,95,2005-04-09,98.0
水戸,2006-03-30,88,2006-04-04,93.0
水戸,2007-03-24,82,2007-04-02,91.0
水戸,2008-03-27,86,2008-04-03,93.0
水戸,2009-03-27,85,2009-04-08,97.0
水戸,2010-04-02,91,2010-04-07,96.0
水戸,2011-04-06,95,2011-04-12,101.0
水戸,2012-04-06,96,2012-04-12,102.0
水戸,2013-03-21,79,2013-04-01,90.0
水戸,2014-03-29,87,2014-04-02,91.0
水戸,2015-03-30,88,2015-04-04,93.0
水戸,2016-03-28,87,2016-04-06,96.0
水戸,2017-04-03,92,2017-04-10,99.0
水戸,2018-03-25,83,2018-03-28,86.0
水戸,2019-03-27,85,2019-04-05,94.0
水戸,2020-03-21,80,2020-03-31,90.0
水戸,2021-03-20,78,2021-03-30,88.0
水戸,2022-03-30,88,2022-04-06,95.0
水戸,2023-03-20,78,2023-03-27,85.0
水戸,2024-03-31,90,2024-04-08,98.0
江差,1953-05-08,127,1953-05-15,134.0
江差,1954-05-01,120,1954-05-08,127.0
江差,1955-05-03,122,1955-05-08,127.0
江差,1956-05-03,123,1956-05-09,129.0
江差,1957-05-04,123,1957-05-09,128.0
江差,1958-05-05,124,1958-05-11,130.0
江差,1959-04-27,116,1959-05-06,125.0
江差,1960-05-02,122,1960-05-09,129.0
江差,1961-04-28,117,1961-05-04,123.0
江差,1962-04-29,118,1962-05-04,123.0
江差,1963-04-27,116,1963-05-06,125.0
江差,1964-05-05,125,1964-05-08,128.0
江差,1965-05-13,132,1965-05-20,139.0
江差,1966-05-04,123,1966-05-09,128.0
江差,1967-05-01,120,1967-05-07,126.0
江差,1968-04-27,117,1968-05-05,125.0
江差,1969-05-05,124,1969-05-12,131.0
江差,1970-05-07,126,1970-05-09,128.0
江差,1971-05-10,129,1971-05-16,135.0
江差,1972-04-29,119,1972-05-04,124.0
江差,1973-05-01,120,1973-05-06,125.0
江差,1974-05-10,129,1974-05-14,133.0
江差,1975-04-30,119,1975-05-05,124.0
江差,1976-05-05,125,1976-05-09,129.0
江差,1977-05-08,127,1977-05-14,133.0
江差,1978-05-08,127,1978-05-12,131.0
江差,1979-05-04,123,1979-05-08,127.0
江差,1980-05-12,132,1980-05-16,136.0
江差,1981-05-03,122,1981-05-08,127.0
江差,1982-05-02,121,1982-05-06,125.0
江差,1983-04-26,115,1983-04-27,116.0
江差,1984-05-19,139,1984-05-21,141.0
江差,1985-05-04,123,1985-05-08,127.0
江差,1986-05-06,125,1986-05-08,127.0
江差,1987-05-05,124,1987-05-09,128.0
江差,1988-05-04,124,1988-05-07,127.0
江差,1989-04-23,112,1989-04-27,116.0
江差,1990-04-23,112,1990-04-26,115.0
江差,1991-04-30,119,1991-05-05,124.0
江差,1992-04-28,118,1992-05-02,122.0
江差,1993-05-01,120,1993-05-05,124.0
江差,1995-04-29,118,1995-05-01,120.0
江差,1996-05-05,125,1996-05-09,129.0
江差,1997-04-30,119,1997-05-03,122.0
江差,1998-04-22,111,1998-04-24,113.0
江差,1999-04-28,117,1999-05-02,121.0
江差,2000-05-05,125,2000-05-07,127.0
江差,2001-04-29,118,2001-05-04,123.0
江差,2002-04-18,107,2002-04-21,110.0
江差,2003-04-29,118,2003-05-03,122.0
江差,2004-04-29,119,2004-05-05,125.0
江差,2005-05-03,122,2005-05-12,131.0
江差,2006-05-07,126,2006-05-10,129.0
江差,2007-05-01,120,2007-05-06,125.0
津,1953-04-01,90,1953-04-12,101.0
津,1954-03-30,88,1954-04-04,93.0
津,1955-03-31,89,1955-04-05,94.0
津,1956-04-03,93,1956-04-09,99.0
津,1957-04-08,97,1957-04-13,102.0
津,1958-04-06,95,1958-04-13,102.0
津,1959-03-23,81,1959-04-01,90.0
津,1960-03-28,87,1960-04-09,99.0
津,1961-04-03,92,1961-04-09,98.0
津,1962-04-06,95,1962-04-13,102.0
津,1963-04-06,95,1963-04-10,99.0
津,1964-04-05,95,1964-04-10,100.0
津,1965-04-12,101,1965-04-17,106.0
津,1966-03-26,84,1966-04-04,93.0
津,1967-03-30,88,1967-04-05,94.0
津,1968-04-04,94,1968-04-08,98.0
津,1969-04-08,97,1969-04-11,100.0
津,1970-04-12,101,1970-04-16,105.0
津,1971-04-03,92,1971-04-07,96.0
津,1972-04-02,92,1972-04-08,98.0
津,1973-04-01,90,1973-04-13,102.0
津,1974-04-06,95,1974-04-11,100.0
津,1975-04-04,93,1975-04-09,98.0
津,1976-03-31,90,1976-04-04,94.0
津,1977-03-31,89,1977-04-04,93.0
津,1978-04-09,98,1978-04-14,103.0
津,1979-03-30,88,1979-04-09,98.0
津,1980-04-03,93,1980-04-07,97.0
津,1981-03-28,86,1981-04-05,94.0
津,1982-03-24,82,1982-03-31,89.0
津,1983-04-03,92,1983-04-08,97.0
津,1984-04-12,102,1984-04-18,108.0
津,1985-03-30,88,1985-04-06,95.0
津,1986-04-03,92,1986-04-08,97.0
津,1987-03-25,83,1987-04-06,95.0
津,1988-04-05,95,1988-04-11,101.0
津,1989-03-25,83,1989-04-01,90.0
津,1990-03-22,80,1990-03-30,88.0
津,1991-04-01,90,1991-04-07,96.0
津,1992-03-28,87,1992-04-02,92.0
津,1993-04-02,91,1993-04-07,96.0
津,1994-04-03,92,1994-04-07,96.0
津,1995-04-03,92,1995-04-10,99.0
津,1996-04-05,95,1996-04-11,101.0
津,1997-03-28,86,1997-04-04,93.0
津,1998-03-27,85,1998-03-31,89.0
津,1999-03-27,85,1999-04-03,92.0
津,2000-04-05,95,2000-04-09,99.0
津,2001-03-28,86,2001-04-04,93.0
津,2002-03-21,79,2002-03-27,85.0
津,2003-03-28,86,2003-04-02,91.0
津,2004-03-28,87,2004-04-01,91.0
津,2005-04-03,92,2005-04-08,97.0
津,2006-03-31,89,2006-04-06,95.0
津,2007-03-26,84,2007-04-01,90.0
津,2008-03-27,86,2008-04-01,91.0
津,2009-03-23,81,2009-04-02,91.0
津,2010-03-24,82,2010-04-01,90.0
津,2011-04-01,90,2011-04-05,94.0
津,2012-04-04,94,2012-04-08,98.0
津,2013-03-25,83,2013-03-30,88.0
津,2014-03-27,85,2014-04-01,90.0
津,2015-03-29,87,2015-03-31,89.0
津,2016-03-28,87,2016-04-02,92.0
津,2017-04-03,92,2017-04-05,94.0
津,2018-03-26,84,2018-03-29,87.0
津,2019-03-28,86,2019-04-03,92.0
津,2020-03-25,84,2020-03-31,90.0
津,2021-03-20,78,2021-03-25,83.0
津,2022-03-26,84,2022-03-30,88.0
津,2023-03-22,80,2023-03-27,85.0
津,2024-03-30,89,2024-04-02,92.0
洲本,1953-03-30,88,1953-04-15,104.0
洲本,1954-03-27,85,1954-04-02,91.0
洲本,1955-03-30,88,1955-04-07,96.0
洲本,1956-03-29,88,1956-04-10,100.0
洲本,1957-04-06,95,1957-04-12,101.0
洲本,1958-03-28,86,1958-04-05,94.0
洲本,1959-03-23,81,1959-04-03,92.0
洲本,1960-03-24,83,,
洲本,1961-03-31,89,1961-04-07,96.0
洲本,1962-03-29,87,1962-04-08,97.0
洲本,1963-04-03,92,1963-04-10,99.0
洲本,1964-04-03,93,1964-04-06,96.0
洲本,1965-04-05,94,1965-04-14,103.0
洲本,1966-03-19,77,1966-03-31,89.0
洲本,1967-03-27,85,1967-04-03,92.0
洲本,1968-04-01,91,1968-04-06,96.0
洲本,1969-04-04,93,1969-04-11,100.0
洲本,1970-04-06,95,1970-04-12,101.0
洲本,1971-03-30,88,1971-04-04,93.0
洲本,1972-03-29,88,1972-04-05,95.0
洲本,1973-03-30,88,1973-04-04,93.0
洲本,1974-04-01,90,1974-04-06,95.0
洲本,1975-03-30,88,1975-04-07,96.0
洲本,1976-03-25,84,1976-04-05,95.0
洲本,1977-03-26,84,1977-04-01,90.0
洲本,1978-04-05,94,1978-04-10,99.0
洲本,1979-03-28,86,1979-04-05,94.0
洲本,1980-04-02,92,1980-04-08,98.0
洲本,1981-03-30,88,1981-04-07,96.0
洲本,1982-03-25,83,1982-04-01,90.0
洲本,1983-04-04,93,1983-04-09,98.0
洲本,1984-04-10,100,1984-04-15,105.0
洲本,1985-04-03,92,1985-04-09,98.0
洲本,1986-04-05,94,1986-04-10,99.0
洲本,1987-03-25,83,1987-04-05,94.0
洲本,1988-04-06,96,1988-04-13,103.0
洲本,1989-03-19,77,1989-04-01,90.0
洲本,1990-03-21,79,1990-03-27,85.0
洲本,1991-04-03,92,1991-04-09,98.0
洲本,1992-03-26,85,1992-04-03,93.0
洲本,1993-03-31,89,1993-04-09,98.0
洲本,1994-04-02,91,1994-04-06,95.0
洲本,1995-04-04,93,1995-04-11,100.0
洲本,1996-04-02,92,1996-04-10,100.0
洲本,1997-03-29,87,1997-04-06,95.0
洲本,1998-03-24,82,1998-03-30,88.0
洲本,1999-03-30,88,1999-04-06,95.0
洲本,2000-04-02,92,2000-04-09,99.0
洲本,2001-03-26,84,2001-04-03,92.0
洲本,2002-03-20,78,2002-03-28,86.0
浜松,1953-04-01,90,1953-04-08,97.0
浜松,1954-03-28,86,1954-04-03,92.0
浜松,1955-03-27,85,1955-04-02,91.0
浜松,1956-04-05,95,,
浜松,1957-04-07,96,1957-04-10,99.0
浜松,1958-04-02,91,1958-04-06,95.0
浜松,1959-03-28,86,1959-04-03,92.0
浜松,1960-03-29,88,1960-04-06,96.0
浜松,1961-04-01,90,1961-04-08,97.0
浜松,1962-04-06,95,1962-04-12,101.0
浜松,1963-03-31,89,1963-04-07,96.0
浜松,1964-04-02,92,1964-04-06,96.0
浜松,1965-04-07,96,1965-04-13,102.0
浜松,1966-03-22,80,1966-04-05,94.0
浜松,1967-03-28,86,1967-04-03,92.0
浜松,1968-03-31,90,1968-04-05,95.0
浜松,1969-04-01,90,1969-04-07,96.0
浜松,1970-04-03,92,1970-04-08,97.0
浜松,1971-03-28,86,1971-04-03,92.0
浜松,1972-03-27,86,1972-04-03,93.0
浜松,1973-03-30,88,1973-04-06,95.0
浜松,1974-03-29,87,1974-04-02,91.0
浜松,1975-03-30,88,1975-04-06,95.0
浜松,1976-03-20,79,1976-03-31,90.0
浜松,1977-03-22,80,1977-03-30,88.0
浜松,1978-04-03,92,1978-04-10,99.0
浜松,1979-03-25,83,1979-04-05,94.0
浜松,1980-03-31,90,1980-04-08,98.0
浜松,1981-03-26,84,1981-04-05,94.0
浜松,1982-03-23,81,1982-03-30,88.0
浜松,1983-04-01,90,1983-04-06,95.0
浜松,1984-04-06,96,1984-04-12,102.0
浜松,1985-03-27,85,1985-04-03,92.0
浜松,1986-03-30,88,1986-04-07,96.0
浜松,1987-03-25,83,1987-04-05,94.0
浜松,1988-04-03,93,1988-04-12,102.0
浜松,1989-03-21,79,1989-04-01,90.0
浜松,1990-03-17,75,1990-04-01,90.0
浜松,1991-03-30,88,1991-04-06,95.0
浜松,1992-03-26,85,1992-04-02,92.0
浜松,1993-03-31,89,1993-04-06,95.0
浜松,1994-04-03,92,1994-04-08,97.0
浜松,1995-03-31,89,1995-04-08,97.0
浜松,1996-03-28,87,1996-04-04,94.0
浜松,1997-03-26,84,1997-04-01,90.0
浜松,1998-03-24,82,1998-04-03,92.0
浜松,1999-03-24,82,1999-04-01,90.0
浜松,2000-04-03,93,2000-04-09,99.0
浜松,2001-03-26,84,2001-04-04,93.0
浜松,2002-03-19,77,2002-03-26,84.0
浜松,2003-03-24,82,2003-03-29,87.0
浜松,2004-03-27,86,2004-04-03,93.0
浜松,2005-04-02,91,2005-04-08,97.0
浜田,1953-03-23,81,1953-04-02,91.0
浜田,1954-03-26,84,1954-04-02,91.0
浜田,1955-03-22,80,1955-04-02,91.0
浜田,1956-04-02,92,1956-04-11,101.0
浜田,1957-04-05,94,1957-04-13,102.0
浜田,1958-03-25,83,1958-04-05,94.0
浜田,1959-03-23,81,1959-04-03,92.0
浜田,1960-03-26,85,1960-04-04,94.0
浜田,1961-03-30,88,1961-04-04,93.0
浜田,1962-03-28,86,1962-04-09,98.0
浜田,1963-04-04,93,1963-04-10,99.0
浜田,1964-04-01,91,1964-04-05,95.0
浜田,1965-04-01,90,1965-04-11,100.0
浜田,1966-03-20,78,1966-04-03,92.0
浜田,1967-03-26,84,1967-04-05,94.0
浜田,1968-04-02,92,1968-04-08,98.0
浜田,1969-04-03,92,1969-04-12,101.0
浜田,1970-04-04,93,1970-04-13,102.0
浜田,1971-04-02,91,1971-04-08,97.0
浜田,1972-04-03,93,1972-04-11,101.0
浜田,1973-03-28,86,1973-04-06,95.0
浜田,1974-04-02,91,1974-04-09,98.0
浜田,1975-03-31,89,1975-04-08,97.0
浜田,1976-03-24,83,1976-04-06,96.0
浜田,1977-03-25,83,1977-04-02,91.0
浜田,1978-04-04,93,1978-04-11,100.0
浜田,1979-03-28,86,1979-04-05,94.0
浜田,1980-04-01,91,1980-04-06,96.0
浜田,1981-03-28,86,1981-04-06,95.0
浜田,1982-03-23,81,1982-03-30,88.0
浜田,1983-04-04,93,1983-04-08,97.0
浜田,1984-04-09,99,1984-04-13,103.0
浜田,1985-04-01,90,1985-04-09,98.0
浜田,1986-04-03,92,1986-04-09,98.0
浜田,1987-03-26,84,1987-04-07,96.0
浜田,1988-04-06,96,1988-04-12,102.0
浜田,1989-03-26,84,1989-04-02,91.0
浜田,1990-03-20,78,1990-03-27,85.0
浜田,1991-04-04,93,1991-04-11,100.0
浜田,1992-03-26,85,1992-04-02,92.0
浜田,1993-03-30,88,1993-04-10,99.0
浜田,1994-04-02,91,1994-04-06,95.0
浜田,1995-03-31,89,1995-04-10,99.0
浜田,1996-03-30,89,1996-04-07,97.0
浜田,1997-03-27,85,1997-04-07,96.0
浜田,1998-03-23,81,1998-03-30,88.0
浜田,1999-03-28,86,1999-04-03,92.0
浜田,2000-03-30,89,2000-04-04,94.0
浜田,2001-03-24,82,2001-04-03,92.0
浜田,2002-03-17,75,2002-03-26,84.0
浜田,2003-03-29,87,2003-04-03,92.0
浜田,2004-03-21,80,2004-04-03,93.0
浜田,2005-04-01,90,2005-04-07,96.0
浜田,2006-03-26,84,2006-04-04,93.0
浜田,2007-03-25,83,2007-04-01,90.0
浦河,1953-05-09,128,1953-05-14,133.0
浦河,1954-05-07,126,1954-05-13,132.0
浦河,1955-05-11,130,1955-05-15,134.0
浦河,1956-05-07,127,1956-05-11,131.0
浦河,1957-05-14,133,1957-05-18,137.0
浦河,1958-05-12,131,1958-05-16,135.0
浦河,1959-05-02,121,1959-05-05,124.0
浦河,1960-05-13,133,1960-05-18,138.0
浦河,1961-05-04,123,1961-05-09,128.0
浦河,1962-05-03,122,1962-05-08,127.0
浦河,1963-05-10,129,1963-05-15,134.0
浦河,1964-05-11,131,1964-05-16,136.0
浦河,1965-05-18,137,1965-05-23,142.0
浦河,1966-05-11,130,1966-05-16,135.0
浦河,1967-05-06,125,1967-05-10,129.0
浦河,1968-05-10,130,1968-05-14,134.0
浦河,1969-05-09,128,1969-05-13,132.0
浦河,1970-05-12,131,1970-05-15,134.0
浦河,1971-05-14,133,1971-05-18,137.0
浦河,1972-05-03,123,1972-05-06,126.0
浦河,1973-05-11,130,1973-05-14,133.0
浦河,1974-05-12,131,1974-05-16,135.0
浦河,1975-05-08,127,1975-05-12,131.0
浦河,1976-05-15,135,1976-05-17,137.0
浦河,1977-05-14,133,1977-05-16,135.0
浦河,1978-05-16,135,1978-05-19,138.0
浦河,1979-05-18,137,1979-05-21,140.0
浦河,1980-05-19,139,1980-05-21,141.0
浦河,1981-05-12,131,1981-05-14,133.0
浦河,1982-05-13,132,1982-05-16,135.0
浦河,1983-05-05,124,1983-05-08,127.0
浦河,1984-05-25,145,1984-05-29,149.0
浦河,1985-05-12,131,1985-05-15,134.0
浦河,1986-05-10,129,1986-05-14,133.0
浦河,1987-05-12,131,1987-05-15,134.0
浦河,1988-05-12,132,1988-05-14,134.0
浦河,1989-05-08,127,1989-05-12,131.0
浦河,1990-05-06,125,1990-05-09,128.0
浦河,1991-05-07,126,1991-05-10,129.0
浦河,1992-05-12,132,1992-05-16,136.0
浦河,1993-05-12,131,1993-05-17,136.0
浦河,1994-05-13,132,1994-05-17,136.0
浦河,1995-05-09,128,1995-05-11,130.0
浦河,1996-05-11,131,1996-05-17,137.0
浦河,1997-05-05,124,1997-05-09,128.0
浦河,1998-05-04,123,1998-05-07,126.0
浦河,1999-05-02,121,1999-05-06,125.0
浦河,2000-05-08,128,2000-05-11,131.0
浦河,2001-05-09,128,2001-05-13,132.0
浦河,2002-04-28,117,2002-05-02,121.0
浦河,2003-05-10,129,2003-05-13,132.0
浦河,2004-05-11,131,2004-05-14,134.0
浦河,2005-05-16,135,2005-05-20,139.0
浦河,2006-05-11,130,2006-05-15,134.0
浦河,2007-05-08,127,2007-05-10,129.0
浦河,2008-05-04,124,2008-05-06,126.0
浦河,2009-05-05,124,2009-05-08,127.0
潮岬,1958-03-27,85,1958-04-07,96.0
潮岬,1959-03-10,68,,
潮岬,1960-03-18,77,1960-03-30,89.0
潮岬,1962-03-26,84,1962-04-10,99.0
潮岬,1963-03-30,88,1963-04-04,93.0
潮岬,1964-04-03,93,1964-04-09,99.0
潮岬,1965-04-06,95,1965-04-13,102.0
潮岬,1966-03-21,79,1966-03-31,89.0
潮岬,1967-03-27,85,1967-03-31,89.0
潮岬,1968-03-27,86,1968-04-02,92.0
潮岬,1969-04-04,93,1969-04-11,100.0
潮岬,1970-04-02,91,1970-04-09,98.0
潮岬,1971-03-27,85,1971-04-04,93.0
潮岬,1972-03-30,89,1972-04-05,95.0
潮岬,1973-03-30,88,1973-04-07,96.0
潮岬,1974-03-22,80,1974-04-05,94.0
潮岬,1975-03-29,87,1975-04-05,94.0
潮岬,1976-03-24,83,1976-04-02,92.0
潮岬,1977-03-21,79,1977-03-26,84.0
潮岬,1978-04-03,92,1978-04-12,101.0
潮岬,1979-04-01,90,1979-04-08,97.0
潮岬,1980-04-01,91,1980-04-07,97.0
潮岬,1981-03-26,84,1981-04-01,90.0
潮岬,1982-03-24,82,1982-04-02,91.0
潮岬,1983-04-02,91,1983-04-07,96.0
潮岬,1984-04-02,92,1984-04-09,99.0
潮岬,1985-03-27,85,1985-04-05,94.0
潮岬,1986-03-30,88,1986-04-07,96.0
潮岬,1987-03-31,89,1987-04-07,96.0
潮岬,1988-04-05,95,1988-04-11,101.0
潮岬,1989-03-20,78,1989-03-30,88.0
潮岬,1990-03-23,81,1990-04-02,91.0
潮岬,1991-03-27,85,1991-04-04,93.0
潮岬,1992-03-28,87,1992-04-05,95.0
潮岬,1993-04-02,91,1993-04-14,103.0
潮岬,1994-04-03,92,1994-04-09,98.0
潮岬,1995-03-31,89,1995-04-09,98.0
潮岬,1996-03-28,87,1996-04-01,91.0
潮岬,1997-03-23,81,1997-04-07,96.0
潮岬,1998-03-26,84,1998-04-03,92.0
潮岬,1999-03-21,79,1999-04-07,96.0
潮岬,2000-03-31,90,2000-04-09,99.0
潮岬,2001-03-27,85,2001-04-03,92.0
潮岬,2002-03-20,78,2002-03-30,88.0
潮岬,2003-03-19,77,2003-03-31,89.0
潮岬,2004-03-26,85,2004-04-03,93.0
潮岬,2005-04-01,90,2005-04-08,97.0
潮岬,2006-03-19,77,2006-03-29,87.0
潮岬,2007-03-28,86,2007-04-06,95.0
潮岬,2008-03-24,83,2008-04-02,92.0
潮岬,2009-03-22,80,2009-03-30,88.0
熊本,1953-03-28,86,1953-04-04,93.0
熊本,1954-03-26,84,1954-04-04,93.0
熊本,1955-03-21,79,1955-03-30,88.0
熊本,1956-03-25,84,1956-04-01,91.0
熊本,1957-03-29,87,1957-04-07,96.0
熊本,1958-03-24,82,1958-04-04,93.0
熊本,1959-03-19,77,1959-03-29,87.0
熊本,1960-03-22,81,1960-03-30,89.0
熊本,1961-03-24,82,1961-03-30,88.0
熊本,1962-04-02,91,1962-04-09,98.0
熊本,1963-04-01,90,1963-04-05,94.0
熊本,1964-03-29,88,1964-04-02,92.0
熊本,1965-03-30,88,1965-04-10,99.0
熊本,1966-03-18,76,1966-03-28,86.0
熊本,1967-03-27,85,1967-04-03,92.0
熊本,1968-03-29,88,1968-04-03,93.0
熊本,1969-03-30,88,1969-04-08,97.0
熊本,1970-04-01,90,1970-04-09,98.0
熊本,1971-03-28,86,1971-04-04,93.0
熊本,1972-03-26,85,1972-04-01,91.0
熊本,1973-03-27,85,1973-04-01,90.0
熊本,1974-03-25,83,1974-04-05,94.0
熊本,1975-03-26,84,1975-04-04,93.0
熊本,1976-03-18,77,1976-04-01,91.0
熊本,1977-03-20,78,1977-03-26,84.0
熊本,1978-03-29,87,1978-04-07,96.0
熊本,1979-03-27,85,1979-04-03,92.0
熊本,1980-03-24,83,1980-04-01,91.0
熊本,1981-03-23,81,1981-03-31,89.0
熊本,1982-03-19,77,1982-03-24,82.0
熊本,1983-03-28,86,1983-04-03,92.0
熊本,1984-03-31,90,1984-04-05,95.0
熊本,1985-03-27,85,1985-04-04,93.0
熊本,1986-03-26,84,1986-04-02,91.0
